,name,out1,pre1,out2,pre2,out3,pre3
559,['18090N2_two_1.0'],3.2931285,3.180651,3.8940787,3.4470177,3.3965979,2.9725294
560,['17190N2_two_0.5'],0.6964315,1.2854432,2.1454449,2.5697947,2.530559,2.7525928
561,['16220N2_two_0.5'],2.3066013,2.7082417,3.6804385,3.3297215,3.2683358,2.8889282
562,['21420N2_one_0.5'],1.931339,1.9057662,0.97803265,0.8741641,0.6466307,0.65197515
563,['15252N2_two_0.5'],1.4752336,2.5348961,3.237248,3.1782885,3.0925314,2.8169756
564,['21424N2'],4.453124,3.5275083,1.4758662,1.45207,0.98274356,1.0624253
565,['21420N2_one_1.0'],1.4159313,1.8456652,1.0139279,0.95671463,0.71593934,0.6981008
566,['17191N2_one_1.0'],1.6133405,1.6630441,1.322682,1.5089837,1.169379,1.3230747
567,['20091N2_one_1.0'],2.039329,2.1524823,1.3979926,1.380424,1.0626065,1.0852869
568,['15081N2'],6.7693567,7.0264473,2.869503,2.8974004,2.1284204,2.2268834
569,['12062N2_one_1.0'],2.5126693,2.6491773,1.216505,1.0424138,0.842862,0.7679063
570,['16211N2'],2.7114573,2.6322567,1.0050215,0.80449843,0.7379435,0.5767381
571,['20530N2_one_0.5'],3.6284685,3.8299508,1.8998741,1.920096,1.3212185,1.4087117
572,['16052N2_one_0.5'],4.509541,4.2873735,1.6347376,1.4959677,1.1487464,1.0793093
573,['21182N2_two_1.0'],0.6655797,0.99566495,2.0893161,2.5806143,2.4509819,2.8655653
574,['20153N2_one_0.5'],3.1731796,3.2089243,1.3753015,1.402842,1.0240387,1.0342851
575,['20190N2_two_1.0'],1.6931317,2.0511823,3.5347981,3.0656853,3.4219728,3.1257238
576,['16141N2_one_0.5'],4.4700637,4.4169254,2.0465646,2.1552904,1.5513126,1.560716
577,['21631N2'],4.8964863,3.576083,1.6734477,0.9357765,1.1548072,0.58944106
578,['13170N2_two_0.5'],9.192777,8.938418,4.843617,4.9321365,3.311673,3.5601292
579,['20610N2_one_0.5'],4.0442166,3.3886318,1.9846514,1.6838366,1.4876214,1.296103
580,['16011N2_one_1.0'],3.8934813,4.0766335,2.091223,1.9432963,1.5828205,1.4381678
581,['21082N2_one_0.5'],4.104531,4.3467913,1.8029506,1.8831699,1.2946377,1.3682215
582,['18134N3'],4.010829,3.8281384,1.5626439,1.4492227,1.1265672,1.1246445
583,['20564N3_one_0.5'],4.408857,2.8405235,2.5024483,1.6718271,1.6876258,1.2363491
584,['20181N2_one_0.5'],3.20485,3.142686,1.4176543,1.2806177,0.9596159,0.9257667
585,['16400N2'],5.579705,5.779766,2.2516313,2.401217,1.6810551,1.7938192
586,['20341N2'],3.980105,3.6736479,1.3544544,1.7474384,1.0173252,1.2705493
587,['19280N2_one_0.5'],3.4282496,3.23715,1.5883636,1.5345302,1.1365106,1.1405253
588,['20110N3_two_1.0'],23.977709,23.515348,11.581774,12.034797,8.208421,8.742242
589,['18140N2_one_1.0'],3.9312108,3.4555554,2.2696986,2.3456223,1.597043,1.8394268
590,['21640N3_one_0.5'],3.4806502,3.2633615,1.3194909,1.1606175,0.91532844,0.84266055
591,['18161N2_one_0.5'],2.670664,3.593468,1.3876778,1.7438941,0.92451245,1.3193321
592,['19130N2_one_0.5'],2.7422035,2.959961,1.4967688,1.4544367,1.0958408,1.1271904
593,['19271N2_one_1.0'],1.8458649,2.680259,1.701206,1.4914175,1.0983278,1.0998374
594,['19451N2_one_0.5'],5.175358,4.97653,2.187447,2.0486174,1.6036333,1.4370328
595,['19570N2_one_0.5'],2.7887146,2.8886847,1.6151456,1.5560138,1.1760861,1.2236714
596,['21170N2_two_1.0'],3.3731322,6.495173,4.3608036,6.366428,3.7212856,4.960924
597,['20641N2_one_0.5'],3.17462,3.180325,1.7452456,1.6429956,1.2596701,1.24764
598,['21312N2_two_1.0'],3.4211845,3.244978,4.9699845,4.5975146,4.561304,4.193662
599,['20170N2'],4.150728,4.1772337,1.540304,1.5427669,1.1427965,1.1212685
600,['20173N2_two_0.5'],1.7260245,2.5270565,3.0277157,2.3896756,2.4168572,1.9804226
601,['19470N2'],3.9700475,4.591798,1.456382,1.5209295,1.0969834,1.1346875
602,['13191N2'],3.003809,2.5883522,1.1053491,0.5469022,0.8062908,0.33845544
603,['21034N2_one_1.0'],0.7822579,1.7205458,1.1364281,1.5974916,0.9309108,1.390396
604,['20471N2'],4.9332266,5.7033033,1.8411161,2.1837816,1.3948944,1.6171145
605,['20182N2_two_1.0'],0.6897005,1.0668598,2.1219916,2.2562695,2.3920398,2.1224065
606,['21053N2_two_1.0'],2.3519018,2.7444453,4.9991584,4.4011974,4.496765,3.8099616
607,['13141N2'],2.558122,2.188314,0.867731,0.7993083,0.63454497,0.7896291
608,['21081N2_two_1.0'],0.91080254,1.3915347,2.5636942,2.6366794,2.7354667,2.8382878
609,['15241N2_one_0.5'],6.384698,5.755778,2.4928503,2.3765678,1.6891551,1.6861513
610,['15030N2_one_0.5'],2.8078432,2.9708407,1.5742514,1.4831219,1.1563499,1.1837825
611,['16450N2_two_0.5'],3.838473,5.0162997,5.3419676,5.2936907,4.173234,4.302272
612,['18140N2_two_0.5'],1.8681748,2.5577648,4.5826325,3.679627,4.132472,3.2503777
613,['21040N3_one_0.5'],0.85201734,1.4197419,0.61127937,0.6507511,0.39450955,0.45310807
614,['21013N2'],5.6807127,5.812452,2.160716,1.981356,1.6827512,1.4838312
615,['16361N2_two_0.5'],3.964988,3.4279962,4.572843,4.079712,3.989306,3.570419
616,['20250N2_one_0.5'],6.037189,5.112716,2.7195296,2.142661,2.0014648,1.581344
617,['18141N2_one_1.0'],3.0354517,3.0336874,2.1024985,1.8307972,1.4755834,1.4089923
618,['15170N2_one_1.0'],1.2718472,0.92611647,1.1264809,1.1066515,0.8485349,1.0220708
619,['07012N3_two_0.5'],16.99703,12.172318,8.171242,6.8760853,5.6126485,5.004546
620,['21032N2_two_0.5'],0.577558,1.066807,1.9469054,2.6174984,2.1794002,2.6351495
621,['17191N2_one_0.5'],2.4147623,2.972336,1.5625509,1.6759255,1.175665,1.3118783
622,['15241N2_two_0.5'],5.7277827,5.0825605,3.6796396,3.3663428,2.4655151,2.5096064
623,['19311N2_two_1.0'],1.1483214,1.9650022,2.9033537,3.0468404,3.0035589,2.851176
624,['20490N2_two_1.0'],0.68250686,0.18673229,1.8293111,1.4102215,2.0842934,1.8683482
625,['13060N2_two_0.5'],0.80690175,1.5611653,2.1552432,2.2704232,2.2222986,2.161935
626,['19400N3_two_1.0'],1.1618264,1.1752672,3.5777686,4.183307,4.821727,4.040056
627,['20190N2_one_1.0'],3.9093342,3.5970557,1.7807089,1.9465468,1.4757468,1.5003476
628,['15080N2_two_0.5'],3.9840386,4.4058156,4.5913367,3.9893486,3.1974509,3.1049423
629,['08000N3'],4.6496763,3.4192405,1.827287,1.2526113,1.3227857,0.9181545
630,['21730N3'],3.2814136,3.4561324,1.3520914,1.3218234,0.878522,1.0065936
631,['19491N2_one_1.0'],1.7080743,1.9735811,1.3236204,1.5324124,1.035422,1.196577
632,['20671N2_one_0.5'],1.7581931,1.8442369,1.1117301,1.1217004,0.82908463,0.8866255
633,['18140N2_two_1.0'],0.63717854,1.2136127,2.2353575,2.6873586,3.0444713,3.0036893
634,['15110N2'],4.5792594,4.747643,1.6307111,1.9231253,1.2331444,1.4519534
635,['20070N2_two_0.5'],0.87217385,1.7544553,2.513893,2.2451193,2.8317142,1.9934385
636,['13110N2_two_0.5'],2.085617,3.5196393,3.8698044,3.7339692,2.9203372,2.9790018
637,['21291N3_one_0.5'],5.4100304,4.9605103,2.747545,2.6172218,1.8965129,1.8895817
638,['19450N2_two_0.5'],5.5512514,4.692133,4.229301,4.1580095,3.3742385,3.3374767
639,['18080N2_two_0.5'],2.0703974,2.8981903,4.2158656,3.9390054,3.5349035,3.355227
640,['19300N2'],3.4762342,3.2622604,1.4081866,1.4707077,1.0280744,1.1570623
641,['14073N2_one_0.5'],7.750789,7.1348257,3.247923,3.1402524,2.257891,2.1995332
642,['20164N2_two_0.5'],4.297884,3.7821155,3.3883052,3.1305134,2.573738,2.4967787
643,['21200N2_one_1.0'],3.148454,3.2072475,1.7336605,1.7244925,1.3335786,1.2900606
644,['17152N2_two_0.5'],3.4791367,3.323787,3.1227205,3.154159,2.4477549,2.5625904
645,['20120N2_one_1.0'],0.6250764,1.1613195,0.90322816,1.0065271,0.70589775,0.8585479
646,['20040N2_one_0.5'],5.7578278,5.8865166,2.7067208,2.6340082,1.887009,1.9116571
647,['14030N2_one_0.5'],5.4285445,4.73501,2.191544,2.0426033,1.5906402,1.516275
648,['21052N2_one_1.0'],5.2009106,4.3684525,2.4186566,2.081439,1.6614373,1.502356
649,['14080N2_two_1.0'],2.6893718,2.424326,4.1011014,4.1809797,3.903868,3.847872
650,['16330N2_one_1.0'],2.8274298,3.398094,2.071938,2.3330066,1.5580839,1.8777268
651,['20440N3'],2.7426927,2.1392882,1.0920894,0.9146333,0.78433484,0.6860821
652,['16410C2_one_1.0'],1.392314,1.83096,0.74167114,0.82232714,0.48066455,0.5494902
653,['17140N2_two_1.0'],4.8500485,4.4570913,1.6233475,1.4861437,1.1190115,1.0010507
654,['19361N2'],5.46691,5.346548,2.0867276,1.8584712,1.6013663,1.362144
655,['20510N2_two_1.0'],2.0959682,2.3410356,3.7476678,3.3510063,3.4833512,3.0973864
656,['20050N2_one_1.0'],2.9455016,2.7651892,1.8113161,1.843833,1.4133947,1.4723557
657,['19311N2_one_1.0'],3.290889,3.3811836,1.8360894,1.7806032,1.2655221,1.3793292
658,['18080N2_two_1.0'],0.7690232,1.5644963,2.6346147,3.3784254,3.3142934,3.3128102
659,['08000N3_one_1.0'],2.7677479,2.7939951,2.3930283,1.6360053,1.6372694,1.2295533
660,['12011N2'],3.1499083,3.2942069,1.1775004,1.2370704,0.8778633,0.947543
661,['16300N2_two_1.0'],1.3485211,1.2646042,3.159842,2.7053232,3.2925904,2.935829
662,['16056N2_two_1.0'],4.725102,4.1848593,2.665911,2.4046993,1.9030769,1.8607597
663,['21470N2_one_0.5'],1.801001,2.5210586,1.3256373,1.4931245,0.87637067,1.1094798
664,['16380N2_two_0.5'],5.6580415,3.7967868,5.1052217,4.4942927,4.2425923,3.835661
665,['20521N3_one_0.5'],2.300118,3.1069815,1.2625674,1.4652889,0.91313916,1.0871264
666,['17090N3_one_0.5'],1.2417953,1.3058687,1.0152415,0.8861282,0.73876196,0.61785793
667,['16001N2'],5.3191504,6.307957,2.0480473,2.1971116,1.5904251,1.5938737
668,['18023N3_one_0.5'],2.2403278,3.5140288,1.249664,1.5514374,0.8990858,1.1298201
669,['20112N3'],8.5742855,7.9709616,3.0464115,3.2197015,2.2686882,2.3113678
670,['17100N2_two_1.0'],1.4102936,2.4555144,3.0382452,3.4420867,2.943387,3.1940684
671,['21426N3_one_1.0'],11.146973,11.449137,4.56116,4.93639,3.1778214,3.4515817
672,['05001N2_two_0.5'],2.9863076,3.0168383,3.159171,2.8140106,2.3802974,2.3598633
673,['20190N2'],4.9512324,5.3329206,1.8000138,1.5817014,1.3798277,1.1705422
674,['18130N3'],2.48703,1.4038428,1.2477299,0.680995,0.87709326,0.51703477
675,['15180N2_two_1.0'],2.542839,3.2661974,3.3368628,3.5082664,2.9251268,2.9301455
676,['21315N3'],5.279352,5.812027,2.0316684,2.0977108,1.5594972,1.5609894
677,['19260N2'],2.220305,2.244974,0.788674,1.1507052,0.57026076,0.91289663
678,['2016aN2_two_0.5'],4.2635818,3.5670612,3.3350627,3.303976,2.5388749,2.6689112
679,['16140N2_one_1.0'],2.71798,3.0222733,1.7406715,1.6432028,1.2519429,1.1917231
680,['15163N2_two_0.5'],0.9463563,2.0614734,2.5773757,3.687882,2.745439,3.4774466
681,['21080N2_one_1.0'],3.7778602,3.8430018,1.80143,1.779582,1.3909172,1.2769704
682,['21710N2_one_0.5'],0.17504025,0.85307574,0.33543867,0.50280476,0.19181278,0.3650093
683,['18142N3_two_0.5'],14.906756,12.234943,10.54714,10.439587,7.4968877,7.8356915
684,['21382N2_one_0.5'],1.9169066,2.1377165,1.0327339,1.13009,0.73918545,0.78787196
685,['21180N2'],4.048066,3.9566255,1.564701,1.5566835,1.1663672,1.1165944
686,['16311N2'],5.0710196,6.0700903,2.1233985,2.3971329,1.5383213,1.7790537
687,['15031N2'],4.6378365,4.543129,1.6943929,1.5648148,1.2970233,1.1265991
688,['13010N2'],3.3618047,4.1704826,1.2079624,1.4958469,0.9150339,1.070852
689,['20191N2_two_0.5'],7.269317,6.988966,4.460565,4.985535,3.2739077,3.6951928
690,['16131N3_one_1.0'],12.886395,14.027457,5.3151026,5.45404,3.847009,3.79852
691,['19455N2_one_1.0'],7.0099177,5.9443264,3.3099904,2.8966894,2.3698452,2.10397
692,['17010N2_one_0.5'],3.0265715,3.1590457,1.779569,1.6716162,1.2521024,1.2550527
693,['21050N2'],6.243495,6.3171015,2.3952878,2.6035712,1.8072325,1.9124994
694,['19462N2_two_0.5'],2.336504,2.7534547,3.290301,2.7916768,2.6024387,2.426318
695,['08012N2'],2.2826123,5.325653,0.9462925,1.77098,0.67036426,1.2645903
696,['13122N2_two_0.5'],1.6550786,1.731265,3.6458786,3.6304383,3.7417872,3.5447795
697,['07012N3'],12.906088,13.343053,5.1402407,5.4316387,4.0301976,3.9186833
698,['16041N2_one_0.5'],2.749131,2.1666393,1.5274074,1.1749417,1.0209173,0.8450488
699,['16360N2_two_0.5'],1.4148309,2.7693138,3.0525596,3.6166508,3.0787284,3.3082173
700,['19522N2_one_0.5'],3.5478852,3.4418635,1.4326136,1.3574457,0.973721,0.9775466
701,['16361N2_one_1.0'],3.7988863,4.026088,2.281788,2.483759,1.7502842,1.9021738
702,['20341N2_one_1.0'],2.5229456,2.5279994,1.8496525,1.8937793,1.3792316,1.5450119
703,['21600N2'],6.3954396,5.2963967,2.2345269,1.8020524,1.6079278,1.3628331
704,['07013N3_one_1.0'],12.470897,10.104316,5.2609,4.4232283,3.7745478,3.201288
705,['19242N3_one_0.5'],0.36865908,0.7734951,0.5622639,0.6836803,0.46349373,0.5267663
706,['20282N2'],3.3898053,3.7991157,1.287421,1.4716978,0.95033085,1.0788105
707,['16111N3_one_0.5'],12.950089,12.186318,4.906106,4.867841,3.5157185,3.5786371
708,['12060N2_two_0.5'],1.9499042,2.1316962,2.1545823,1.9472028,1.6547995,1.6015778
709,['20163N2_two_0.5'],4.2668858,3.717476,3.403338,3.0842633,2.5957663,2.4652035
710,['21391N2_one_1.0'],5.695332,5.148801,2.3571498,2.2099643,1.6588157,1.5709198
711,['20281N2_two_0.5'],1.9824562,2.3016038,3.712242,3.1998644,3.2868273,2.8778508
712,['14072N2'],7.8858333,9.301169,3.125459,3.8524733,2.3556798,2.8719137
713,['21090N3'],0.10948705,0.071638584,0.05829375,-0.07422352,0.04099402,-0.21596551
714,['20162N2_two_0.5'],2.3468058,2.479046,2.2081866,1.7852441,1.5960131,1.4509155
715,['19571N2_two_0.5'],2.1463716,2.868051,3.2247212,2.8354113,2.5850136,2.4226956
716,['19002N3_two_0.5'],17.527517,17.242617,10.076167,10.783022,6.983159,7.963176
717,['07010N3_one_0.5'],5.422229,5.0461426,2.9732423,2.4080832,2.0075116,1.829653
718,['20570N3_two_0.5'],0.70334303,0.1431272,2.0208306,2.2080941,2.2728138,2.2619019
719,['19341N2_one_0.5'],1.5498534,1.7903019,0.98592347,0.7896874,0.7475706,0.5654752
720,['18143N3'],17.3122,17.37249,7.5236998,7.173546,6.0349593,5.330787
721,['19215C2_two_1.0'],2.1565154,2.3870847,3.6228373,3.8121343,3.3552613,3.4656906
722,['19390N2_two_0.5'],0.83787155,1.6696197,2.4360404,3.019052,2.3796241,2.6620753
723,['21511N3'],3.679645,2.9432983,1.4832436,1.2047436,0.93091094,0.94429743
724,['18082N2_one_0.5'],4.0922446,3.8609486,1.7084736,1.674599,1.1646839,1.2297509
725,['20130N2_two_1.0'],1.5487038,1.5420705,2.896438,2.5921545,2.702674,2.6516092
726,['13182N3'],0.71737945,-0.0030727386,0.68682873,-0.014003277,0.49490297,-0.039485455
727,['20142N2_one_0.5'],2.188234,2.700976,1.3110031,1.3819969,0.93485755,1.0351413
728,['21083N2'],3.218575,4.5137787,1.2471757,1.9691857,0.91528,1.4606565
729,['20651N3_one_0.5'],1.9366634,1.9366171,0.7324478,0.88648665,0.47606313,0.64474034
730,['20392N2'],4.400007,4.503117,1.6626018,1.7932026,1.2556508,1.3448523
731,['18021N3_one_1.0'],2.4597497,2.0827026,2.5420833,2.0416915,1.9799503,1.5887183
732,['20543N2_one_1.0'],1.1318835,0.8595654,0.5998684,0.6793771,0.37101215,0.47994113
733,['19292N2_two_0.5'],0.66831374,1.0182842,2.0612848,2.4159548,2.3884406,2.3970323
734,['19511N2_two_1.0'],0.57460284,1.8938636,2.0612648,3.4414582,2.4940574,3.4701023
735,['20130N2_one_0.5'],3.3311315,3.5457933,1.4704651,1.5600272,1.0773231,1.1307083
736,['18091N2_one_1.0'],4.118856,3.4465232,2.6900918,1.8734987,1.7494959,1.3700813
737,['20220N2'],3.6110084,3.4615045,1.3299658,1.375546,0.98491645,1.0252628
738,['19071N2_one_0.5'],4.385046,4.1136065,2.3254626,2.0845835,1.5052983,1.4981993
739,['20050N2_one_0.5'],3.7934206,3.6715336,1.8060325,1.7947735,1.3381172,1.3435367
740,['19310N2_two_0.5'],1.0166601,2.163126,2.6583097,3.2985368,2.7752655,3.0822718
741,['20120N2_one_0.5'],1.0036029,1.1657487,1.0069096,1.0931427,0.6903121,0.86489534
742,['20052N2_two_1.0'],2.6182938,2.950506,3.3927844,3.0649164,2.7450168,2.7214663
743,['20164N2'],4.133373,4.3710313,1.5631788,1.4644619,1.1872082,1.0258126
744,['19290N2_one_0.5'],2.4136076,1.9392943,1.633912,1.2395813,1.1144637,0.967906
745,['20111N3'],11.20714,11.107745,4.1761913,4.4834886,3.2003434,3.2457573
746,['19482N2_two_1.0'],1.7503012,2.1586788,1.8528605,1.7643881,1.4158523,1.4523542
747,['16450N2_one_1.0'],4.875541,4.900129,2.7677274,2.7391438,1.9165839,2.0163903
748,['14060N2_two_0.5'],2.3369548,2.472965,4.473366,3.8345149,3.7587414,3.2074213
749,['19572N2_two_0.5'],0.78175527,1.861012,2.2826476,2.7195983,2.4184315,2.6458106
750,['13181N3'],0.858578,0.97194695,0.9080587,0.93196714,0.6528486,0.712621
751,['20280N2'],3.247697,3.5260458,1.1190662,1.2373506,0.8419029,0.88315046
752,['16510N2_one_1.0'],0.8850279,1.954391,0.97255355,1.3468027,0.7895498,1.0799699
753,['14040N2_two_1.0'],4.487003,4.1829963,3.9701936,3.939259,3.1580524,3.1776953
754,['21310N2_one_1.0'],3.5072355,3.5820465,2.0383635,1.8284318,1.4847984,1.3178427
755,['21312N2_one_1.0'],5.4469805,5.267918,2.9014003,2.6706967,2.2017317,1.8652848
756,['17180N2'],3.9962015,3.6724236,1.4014217,1.1098623,1.028564,0.7583152
757,['15190N2'],2.2882376,2.7627056,0.9286893,0.59028435,0.64886147,0.4164145
758,['12040N2_two_0.5'],1.7031858,1.9100223,2.5757878,2.188178,2.0238957,1.9092588
759,['19490N2'],2.778354,3.6097589,1.0458239,1.4590958,0.75726753,1.0935429
760,['14010N2_one_1.0'],2.0092332,2.6448755,1.5382949,1.5051701,1.096239,1.1402806
761,['15031N2_one_0.5'],4.2635093,4.349664,1.8969434,1.9041978,1.3738201,1.374278
762,['21633N2_one_1.0'],0.7357913,1.095745,1.0775968,0.9106699,0.92471087,0.80857265
763,['20401N2'],6.417904,6.836013,2.674777,2.9118183,1.9747597,2.1595883
764,['20544N2_one_0.5'],1.3181893,1.699583,0.8115384,0.9817934,0.5400285,0.6799133
765,['18122N3'],1.4940245,1.5034776,0.6863918,0.48226547,0.48471764,0.34220314
766,['21391N2_one_0.5'],6.063896,5.8489733,2.299746,2.4228132,1.647948,1.733506
767,['18101N2_two_1.0'],1.360539,1.6081759,3.1937199,3.3645084,3.3754613,3.489064
768,['17120N2'],0.5828618,0.7995945,0.550153,0.27276635,0.39060774,0.26053333
769,['16340N2_one_0.5'],4.4795785,4.2743196,2.1846538,2.0599113,1.4245852,1.48706
770,['20171N2_one_1.0'],0.3252935,0.98607254,0.31513378,0.7664021,0.19536723,0.5620804
771,['21181N2_two_1.0'],1.0683115,1.1545479,3.0029016,3.1214976,3.2811034,3.4326465
772,['21650N2'],1.0126911,1.5678977,0.429591,0.8484676,0.26578596,0.76679754
773,['17161N3_one_1.0'],6.035646,6.7599573,3.224855,3.521678,2.2326949,2.535312
774,['16251N3_one_1.0'],7.6045976,7.486474,3.6722,3.6196198,2.5272892,2.6431954
775,['20330N2_one_0.5'],4.972083,5.088315,2.3823378,2.3209488,1.6716104,1.6808257
776,['19573N2_one_0.5'],3.2390707,3.5756192,1.4950111,1.587252,1.0548542,1.1765592
777,['21001N2'],3.7024794,4.182796,1.3862351,1.1575762,1.069519,0.78470266
778,['17220N2_two_1.0'],2.0059884,2.2708073,3.0708146,2.6456227,2.7257745,2.36278
779,['18031N2'],2.9146705,2.5764747,1.3500754,1.2549214,0.97546595,0.8797556
780,['20341N2_two_1.0'],0.57988644,0.5559242,1.9384137,2.1324039,2.2645652,2.430707
781,['21600N2_one_1.0'],4.7031193,4.4479938,2.0900135,2.2165732,1.6271816,1.6387569
782,['19071N2_two_0.5'],2.0280285,3.05303,3.8842566,3.3762054,3.1889515,2.7693658
783,['20581N2_two_1.0'],0.6868152,0.8052032,1.91627,2.4003558,2.038232,2.5210965
784,['16061N2_two_0.5'],20.526308,19.073479,11.068583,11.703749,7.697482,8.696844
785,['16390N2_two_0.5'],5.4345875,5.699527,4.844079,4.4987583,3.3401768,3.4327252
786,['11031N2_two_1.0'],7.4575663,7.6177273,6.4281588,6.0111914,4.5437455,4.5318317
787,['20490N2'],3.0739965,3.3432784,1.1339401,1.405167,0.853313,1.0160092
788,['16131N3_two_0.5'],18.015966,17.083452,7.910386,8.1692295,5.4596977,5.854933
789,['12062N2_two_0.5'],1.8622239,1.9961085,2.336266,2.0233543,1.6993403,1.6961622
790,['13011N2'],3.851635,3.6993594,1.4556035,1.3951398,1.1121664,1.0569249
791,['19001N3_one_0.5'],6.42659,6.5357428,2.881986,3.0032284,1.8901112,2.1862895
792,['21632N2'],4.037974,3.5841208,1.4185729,1.2957219,0.97073036,0.922824
793,['21430N2_one_0.5'],0.50998014,0.9865465,0.5068391,0.66612506,0.32926968,0.48538113
794,['20117N3'],7.6519284,7.8742886,2.7150266,2.841652,1.9774756,2.1049924
795,['20442N3'],3.0646503,3.3407087,1.1536527,1.0935254,0.82368803,0.75842583
796,['21661N2'],3.0860531,3.1609795,1.1081414,1.1264315,0.73063546,0.76859903
797,['11031N2_two_0.5'],9.995422,9.155279,5.3677454,5.9519863,3.642243,4.341709
798,['21270N3_one_0.5'],0.2641699,0.7383449,0.4977344,0.6934885,0.3633335,0.51626086
799,['20100C3_one_0.5'],5.940923,6.0425572,2.642723,2.3256576,1.9202867,1.6838409
800,['21480N2'],2.2465723,2.2183201,0.7676733,0.8150424,0.49820083,0.56133914
801,['18132N3_one_1.0'],0.88851887,0.99124074,1.2114394,0.8652878,0.93435544,0.73695767
802,['19214N2_one_0.5'],4.483814,4.371365,1.8240656,1.8632553,1.2892214,1.3320898
803,['19380N2_two_0.5'],0.8802025,1.1315314,2.4862492,2.7049468,2.6332092,2.5553994
804,['13060N2_one_1.0'],2.093472,2.4979794,1.2360388,1.5290483,0.9955294,1.1328776
805,['17180N2_one_0.5'],3.642511,3.9246597,1.7383163,1.6291478,1.198755,1.1571058
806,['16090N2_one_0.5'],4.093799,3.9559321,2.015938,1.9235129,1.4356384,1.4353629
807,['20202N2_two_0.5'],4.4963655,5.295847,5.3820662,5.092706,4.4599504,4.0571423
808,['12060N2_one_1.0'],2.5020404,2.7291226,1.2078757,1.0115818,0.837599,0.72533035
809,['20531N2_two_1.0'],1.4754264,2.0632186,3.3400416,3.371787,3.2121775,3.083123
810,['20153N2'],3.299899,3.1197765,1.2182757,0.99163246,0.90150464,0.70697606
811,['16141N2_two_1.0'],0.9416765,1.7538252,2.7508044,3.4955766,2.9552083,3.5316978
812,['15080N2_two_1.0'],1.9246794,2.6775408,4.489547,4.8560276,3.9965014,4.215797
813,['19002N3'],14.685474,14.700514,6.1232543,5.6659746,4.805061,4.2224007
814,['21250N2_one_1.0'],2.871966,3.1829062,1.0733974,1.2480545,0.74914414,0.92201006
815,['19190N2_two_1.0'],1.1661448,1.9894154,2.9202254,2.9495597,2.6498392,2.614341
816,['15131N2_two_1.0'],5.072983,6.541752,4.6463656,4.9758787,3.5315585,3.7063212
817,['17162N3_one_1.0'],12.039806,11.207504,5.3259025,5.248792,3.8237386,3.7543268
818,['21640N3_one_1.0'],3.1105618,2.981257,1.2816,1.155877,0.9404629,0.8423078
819,['21394N2'],6.6019316,6.0372753,2.3090591,2.1370034,1.7104197,1.4586004
820,['21313N3_two_0.5'],5.4880047,5.6077213,5.06517,4.848113,4.269381,3.7507875
821,['19311N2_one_0.5'],4.0034695,3.6003568,1.6926477,1.5179249,1.1649499,1.1445098
822,['19430N2'],3.419112,2.588425,1.3381383,1.0393487,0.984788,0.7053864
823,['21201N2_one_1.0'],2.4491594,2.8344696,1.5609084,1.4501956,1.1901988,1.092841
824,['15186N2_two_0.5'],7.2187786,5.149645,4.112343,3.8186219,3.0565844,2.9780285
825,['15091N2_one_0.5'],6.2637405,6.198226,2.74013,2.4090147,1.8041589,1.7339877
826,['15130N2'],4.5799985,4.599021,1.6337353,1.8160654,1.2441978,1.3462226
827,['20280N2_two_0.5'],0.93075883,1.805518,2.4232697,2.6428287,2.3998573,2.4178858
828,['15186N2_one_0.5'],5.8572526,5.402698,2.420367,2.0880246,1.7702472,1.5189838
829,['20670N3_one_0.5'],1.9426423,2.056517,0.9845008,0.94744587,0.7926044,0.7151395
830,['21290N2_two_1.0'],0.44753098,0.78516304,1.7689345,2.1150222,2.1600668,2.7075326
831,['18120N3'],4.4594197,5.0606685,1.6093655,2.124287,1.1757728,1.6156458
832,['16300N2_one_1.0'],3.83211,2.6181097,2.196424,1.9040723,1.7164822,1.4871972
833,['20190N2_one_0.5'],4.693402,4.4368143,2.12515,1.9067094,1.5116364,1.4226234
834,['17162N3_one_0.5'],13.866869,12.372815,5.6061916,5.447342,4.071631,3.9806814
835,['21101N2'],5.0092573,5.1152253,1.8729305,1.9520955,1.4225552,1.3966104
836,['16082N2_one_0.5'],3.7496915,4.067506,1.8502158,1.8897073,1.3405166,1.4438622
837,['11040N2_one_1.0'],5.4233894,4.77297,2.6378675,2.3193245,1.9451281,1.7117457
838,['14031N2'],4.998899,4.8568535,2.045607,2.1222062,1.5132345,1.593563
839,['21102N2'],5.2643757,5.530959,1.999347,1.9777958,1.5231385,1.4377875
840,['19290N2_two_0.5'],0.63110936,0.98922396,1.7602636,2.2204914,2.1240327,2.2394235
841,['19412N2_one_1.0'],3.4140053,3.592757,1.5067824,1.5493156,1.153613,1.1508243
842,['21102N2_two_1.0'],1.7790258,2.4563541,3.6840012,3.9247603,3.5677304,3.8504872
843,['19190N2_two_0.5'],2.4407675,2.6822836,2.907252,2.6579819,2.088557,2.1359668
844,['19421N3_one_0.5'],13.861682,13.302284,5.6438723,5.532935,4.1017275,4.0297585
845,['19431N2_one_1.0'],1.1165607,1.2666544,1.1419172,0.82323503,0.929058,0.77349174
846,['19021N3'],0.27874687,0.21728969,0.061466232,-0.0975554,0.040934183,-0.1567409
847,['20611N2_two_1.0'],2.052783,3.6104724,4.035814,4.0048513,3.716661,3.6158805
848,['16055N2_one_1.0'],3.8717897,3.9651685,1.7209985,1.4668212,1.2025471,1.0594518
