Number,structure,111K,231K,296K
564,21382N2,1.440633232,0.93889369,0.743309482
565,21390N2,3.625708239,1.651212583,1.209790729
566,21391N2,5.695332273,2.357149891,1.658815748
567,21400N2,3.888016237,1.905280713,1.435932766
568,21410N2,3.845310099,1.790271047,1.344410993
569,21411N2,4.635132417,2.158555717,1.594520434
570,21420N2,1.415931329,1.013927931,0.71593934
571,21421N2,1.871876103,1.500106611,1.053533003
572,21424N2,2.370744631,1.716647051,1.197818558
573,21425N2,2.532377607,1.553076756,1.050039142
574,21426N3,11.1469723,4.561159893,3.177821408
575,21430N2,0.482638565,0.472957916,0.3128805
576,21440N2,3.372344173,1.588047712,1.124840018
577,21451N2,5.426148545,2.589039795,1.907401311
578,21460N2,2.508722,1.251916058,0.932207041
579,21470N2,1.025991993,1.016041357,0.79996529
580,21490N2,0.721662863,0.405650422,0.254267314
581,21510N3,1.102117929,1.096422672,0.774167315
582,21511N3,2.094964002,1.474088079,1.019621946
583,21530N2,0.770152216,0.817747358,0.713007098
584,21531N2,0.835609605,0.84260118,0.755949391
585,21540N3,24.55981808,11.71063383,8.937197327
586,21551N3,0.487042265,0.804467528,0.763680531
587,21560N3,0.93627528,1.066052476,0.891929814
588,21570N3,2.201716054,1.144867694,0.900979846
589,21571N3,2.898733719,1.30272813,0.968914
590,21572N3,13.22427167,5.357827619,3.765324566
591,21600N2,4.703119345,2.090013517,1.627181685
592,21601N2,5.402937071,2.246187238,1.738890745
593,21630N2,2.258221044,1.810338911,1.390173032
594,21631N2,2.704492613,1.850924189,1.391795075
595,21633N2,0.735791311,1.077596838,0.924710888
596,21640N3,3.110561857,1.281600056,0.940462916
597,21661N2,1.824134958,1.089407858,0.799399629
598,21680N2,0.733837485,0.888962159,0.824993018
599,21690N2,3.478625472,1.691597522,1.336715857
600,21691N2,2.300486293,1.092532463,0.858102867
601,21700N2,10.48179814,4.208793899,2.930642201
602,21710N2,0.086490614,0.233983201,0.161116165
603,21730N3,0.900361017,1.086744237,0.950500234
604,22040N2,3.287127438,1.994927132,1.345787106
605,22041N2,1.394368036,0.740149668,0.522335057
