name,111K,231K,296K
15201N3_two_0.5,20.95608566,9.444515622,6.64034912
15201N3_two_1.0,17.35815761,11.28317388,7.998768719
15202N3,10.03663218,3.729179401,2.85367793
15202N3_one_0.5,10.6499763,4.039537858,2.832977783
15202N3_one_1.0,9.433317925,4.07218661,2.818073404
15202N3_two_0.5,9.271670968,7.643982637,5.209915007
15202N3_two_1.0,3.846704393,8.660996752,7.11942493
15210N2,3.44540678,1.344339839,0.994260673
15211N2,7.965397903,3.262709902,2.484699086
15220N2,2.580467865,0.968159668,0.694116932
15220N2_one_0.5,1.534356194,1.187942102,0.811879112
15220N2_one_1.0,0.909668243,0.636645138,0.676648668
15240N2,4.314901579,1.497640303,1.147817583
15240N2_one_0.5,4.830568339,1.763039848,1.229654018
15240N2_one_1.0,4.176658647,1.877418696,1.279816512
15240N2_two_0.5,5.358672399,2.885694724,2.030227303
15240N2_two_1.0,3.601559519,3.657833311,2.865173639
15241N2,5.857230821,2.209878202,1.638880689
15241N2_one_0.5,6.384697957,2.49285021,1.689155061
15241N2_one_1.0,5.786338774,2.524415904,1.730842458
15241N2_two_0.5,5.727782528,3.679639681,2.465515192
15241N2_two_1.0,3.601018345,4.318750564,3.170863195
15242N2,2.557952972,0.851105827,0.638962257
15243N2,2.940783383,1.321638038,0.953985274
15250N2,4.522668211,1.675729724,1.251701528
15250N2_one_0.5,4.151446649,1.852313318,1.389274105
15250N2_one_1.0,3.077579816,1.782898535,1.435074284
15250N2_two_0.5,1.920523396,3.718407404,3.403238678
15250N2_two_1.0,0.645257791,2.051028699,2.541439142
15251N2,4.234688024,1.601212452,1.188246799
15251N2_one_0.5,3.526624929,1.822834157,1.347306539
15251N2_one_1.0,2.64064526,1.515113005,1.261110655
15251N2_two_0.5,1.428046792,3.17952154,3.108067267
15251N2_two_1.0,0.359418927,1.596228599,2.057752947
15252N2,4.271756931,1.571098487,1.184049226
15252N2_one_0.5,3.537940661,1.848265106,1.339831954
15252N2_one_1.0,2.720566277,1.477092105,1.26819434
15252N2_two_0.5,1.475233531,3.237247981,3.092531509
15252N2_two_1.0,0.447354841,1.665214024,2.087142118
15253N2,4.127611109,1.486355186,1.115886822
15253N2_one_0.5,3.436228837,1.872853213,1.326485381
15253N2_one_1.0,2.765476498,1.503580207,1.239202319
15253N2_two_0.5,1.461084001,3.252325255,3.057028097
15253N2_two_1.0,0.464980866,1.719290887,2.121946462
16000N2,4.729429144,1.779637928,1.369353037
16001N2,5.319150222,2.048047311,1.590425129
16002N2,5.028348951,1.925491137,1.475902378
16010N2,2.748371485,1.105280438,0.816556324
16011N2,5.03822329,1.875993236,1.425703172
16011N2_one_0.5,4.71564015,2.185658895,1.53765629
16011N2_one_1.0,3.893481194,2.091222994,1.582820589
16011N2_two_0.5,4.35025792,4.136757787,3.243857449
16011N2_two_1.0,1.783576336,3.737827598,3.556058493
16020N2,3.47041733,1.22473048,0.914018478
16030N2,4.764047791,1.787881782,1.353861302
16030N2_one_0.5,4.506194984,2.210417823,1.563221437
16030N2_one_1.0,3.728608816,2.046930709,1.529789139
16030N2_two_0.5,4.344208447,3.948073529,3.146630409
16030N2_two_1.0,1.939529284,3.522243966,3.435945191
16031N2,4.443652187,1.626137034,1.226943999
16031N2_one_0.5,4.371252968,1.90979983,1.31864429
16031N2_one_1.0,3.609667023,2.037643901,1.459163323
16031N2_two_0.5,3.977351344,3.588141259,2.769298598
16031N2_two_1.0,1.918425117,3.306412883,3.116700544
16032N2,5.148178572,1.901597491,1.443123549
16032N2_one_0.5,5.261380599,2.119904493,1.490879859
16032N2_one_1.0,4.524059582,2.244855565,1.617609358
16032N2_two_0.5,5.585149592,4.097089467,2.909080711
16032N2_two_1.0,3.03213525,4.288391653,3.730375265
16040N2,2.054407462,0.890316639,0.638754107
16040N2_one_0.5,1.445729881,1.001245715,0.657941083
16040N2_one_1.0,1.04825776,0.931307387,0.628858405
16041N2,3.772378183,1.43018083,1.050993116
16041N2_one_0.5,2.749131076,1.527407386,1.020917271
16041N2_one_1.0,1.719610951,1.492481575,1.082760983
16041N2_two_0.5,0.478814199,1.700056619,2.191453162
16050N2,2.784728085,0.969962827,0.713771433
16050N2_one_0.5,3.109896461,1.113986078,0.754284972
16050N2_one_1.0,2.994134708,1.102203721,0.794467856
16050N2_two_0.5,3.10768518,1.749593389,1.141691823
16050N2_two_1.0,2.358234828,2.142648968,1.580337436
16051N2,3.57155854,1.349529835,1.009275414
16051N2_one_0.5,3.771785991,1.570280817,1.062613296
16051N2_one_1.0,3.411805335,1.621501756,1.110912655
16051N2_two_0.5,3.632782107,2.621892191,1.868071261
16051N2_two_1.0,2.15953616,3.041294889,2.542080229
16052N2,3.915254328,1.495994167,1.123357951
16052N2_one_0.5,4.50954094,1.63473763,1.148746336
16052N2_one_1.0,4.41012878,1.664124656,1.150489971
16052N2_two_0.5,4.738792821,1.908522973,1.303482706
16052N2_two_1.0,4.755727632,2.102095649,1.4899171
16053N2,3.979524127,1.487760125,1.147478657
16053N2_one_0.5,4.513400654,1.639927456,1.153128836
16053N2_one_1.0,4.340806745,1.683372728,1.176461358
16053N2_two_0.5,4.997827538,2.180330034,1.476880882
16053N2_two_1.0,4.838488406,2.571585544,1.856416814
16054N2,3.440608841,1.310937639,0.96661906
16054N2_one_0.5,3.727348271,1.5072382,1.016862457
16054N2_one_1.0,3.486348691,1.540949481,1.060880797
16054N2_two_0.5,3.820928684,2.406028295,1.613132162
16054N2_two_1.0,2.823167907,2.783092872,2.165866089
16055N2,3.919727847,1.478112153,1.114467783
16055N2_one_0.5,4.248510049,1.660328961,1.163694363
16055N2_one_1.0,3.871789679,1.720998575,1.202547115
16055N2_two_0.5,4.462600263,2.7218641,1.923007555
16055N2_two_1.0,3.254079423,3.241104069,2.602764472
16056N2,3.988459752,1.507433868,1.120417257
16056N2_one_0.5,4.468065668,1.674511687,1.136489834
16056N2_one_1.0,4.333239991,1.634189462,1.177123848
16056N2_two_0.5,4.92004093,2.228527849,1.505997608
16056N2_two_1.0,4.725102154,2.665910983,1.903076843
16057N2,3.730318531,1.412287802,1.063304217
16057N2_one_0.5,4.279044045,1.553896693,1.071847199
16057N2_one_1.0,4.19943668,1.587572753,1.076269114
16057N2_two_0.5,4.531924806,1.841050214,1.258385785
16057N2_two_1.0,4.518384316,2.066193177,1.460612423
16058N2,3.500107951,1.348192485,1.001778458
16060N2,4.491354739,1.797589806,1.289396615
16060N2_one_0.5,3.226086325,2.093566647,1.389608636
16060N2_one_1.0,1.932406649,2.083199961,1.473094489
16060N2_two_0.5,0.832986218,2.37834437,2.747938938
16061N2,16.8372504,7.219558542,5.744501777
16061N2_one_0.5,16.35944503,6.814329805,5.01139677
16061N2_one_1.0,14.12158361,6.284766258,4.561820085
16061N2_two_0.5,20.52630761,11.06858239,7.697482277
16061N2_two_1.0,10.9989862,12.35411097,9.385508384
16070N2,2.692154573,1.12344325,0.808860755
16080N2,4.025574785,1.407447323,1.056547421
16080N2_one_1.0,2.413252195,1.416295306,1.153770084
16080N2_two_0.5,1.273931175,3.069154265,2.997963757
16080N2_two_1.0,0.422824681,1.344386343,1.850162422
16081N2,3.851809323,1.459263569,1.08182484
16081N2_one_0.5,3.012781752,1.755786667,1.20574508
16081N2_one_1.0,1.948302889,1.53167677,1.206223007
16081N2_two_0.5,1.041012456,2.798880538,2.89444088
16082N2,4.3087927,1.522241813,1.154944612
16082N2_one_0.5,3.749691457,1.850215771,1.34051659
16082N2_one_1.0,2.764628759,1.806337119,1.442518464
16082N2_two_0.5,1.644924092,3.365935152,3.10811654
16082N2_two_1.0,0.393122387,1.703685165,2.156792273
16083N2,4.13251014,1.567886798,1.151462612
16083N2_one_0.5,3.397862534,1.981331947,1.323851744
16083N2_one_1.0,2.555130768,1.857093504,1.372093969
16083N2_two_0.5,1.109659185,2.94256524,3.02087993
16090N2,4.601177984,1.678980653,1.250346549
16090N2_one_0.5,4.093799167,2.015938025,1.435638447
16090N2_one_1.0,3.024888034,2.074882794,1.558675099
16090N2_two_0.5,1.805035645,3.731435784,3.380400212
16090N2_two_1.0,0.55080794,1.981127903,2.504350309
16100N2,3.598879539,1.270162053,0.94516114
16100N2_one_0.5,2.907407489,1.535797554,1.187515858
16100N2_one_1.0,2.053161985,1.423295869,1.206766544
16100N2_two_0.5,0.763626885,2.319907544,2.559503126
16110N3,12.89256771,5.134249408,3.932823398
16110N3_one_0.5,13.53765471,5.155439277,3.752023853
16110N3_one_1.0,12.181858,4.970146307,3.536207619
16110N3_two_0.5,15.87865377,8.44948105,5.755849974
16110N3_two_1.0,9.082357414,9.870905469,7.257405276
16111N3,12.27964075,4.763469953,3.711124854
16111N3_one_0.5,12.95008979,4.906106231,3.515718494
16111N3_one_1.0,11.6778239,4.731749614,3.365935241
16111N3_two_0.5,14.51104812,8.205407578,5.615930816
16111N3_two_1.0,7.08065471,9.650717872,7.226142922
16112N3,11.88733419,4.719435267,3.651371244
16113N3,11.29992242,4.318971613,3.373914367
16120N2,3.129812116,1.116662123,0.822930804
16121N2,2.607309523,0.958159764,0.699689696
16130N3,14.33696132,6.00114125,4.736667344
16130N3_one_0.5,15.30458131,6.100101107,4.512467973
16130N3_one_1.0,14.0908474,5.864296697,4.303374217
16130N3_two_0.5,19.57987565,8.387356385,5.860096967
16130N3_two_1.0,16.993394,10.12768541,7.068585413
16131N3,13.1092756,5.318666477,4.163921182
16131N3_one_0.5,14.0514519,5.475393969,4.005490199
16131N3_one_1.0,12.88639528,5.315102375,3.8470089
16131N3_two_0.5,18.01596675,7.910386293,5.459697862
16131N3_two_1.0,14.55976145,9.779266558,6.781884866
16140N2,4.399099433,1.629572098,1.226930674
16140N2_one_0.5,3.725976031,1.767662655,1.225786368
16140N2_one_1.0,2.717979878,1.740671497,1.251942878
16140N2_two_0.5,1.746507323,3.350631638,3.128401118
16140N2_two_1.0,0.513484646,1.854293969,2.140281073
16141N2,5.026195839,1.873729243,1.420085585
16141N2_one_0.5,4.47006359,2.046564658,1.55131255
16141N2_one_1.0,3.509505433,1.940510679,1.571191465
16141N2_two_0.5,3.000433906,4.114005775,3.66934027
16141N2_two_1.0,0.941676475,2.750804388,2.955208373
16142N2,5.476099914,2.030566126,1.56665569
16142N2_one_0.5,4.752113382,2.200940477,1.605183093
16142N2_one_1.0,3.658527374,2.167108674,1.73577861
16142N2_two_0.5,3.317144351,4.36825447,3.75645294
16142N2_two_1.0,1.050294216,2.857735512,3.100722575
16150N2,3.942907178,1.456650923,1.071090005
16160N2,3.258610801,1.207269444,0.904702942
16160N2_one_0.5,3.051579404,1.449353754,1.02097351
16160N2_one_1.0,2.363982936,1.399618287,1.10249564
16160N2_two_0.5,3.803187047,1.316869706,0.901113332
16160N2_two_1.0,3.833762327,1.324396459,0.902576678
16170N2,3.931323673,1.446766345,1.085170521
16170N2_one_0.5,3.365798356,1.664553031,1.19785735
16170N2_one_1.0,2.553967529,1.596152258,1.247641381
16170N2_two_0.5,1.11024561,2.917977798,2.904764275
16171N2,3.253608735,1.197171724,0.883445695
16171N2_one_0.5,3.131497186,1.294102912,0.95338126
16171N2_one_1.0,2.62575018,1.326471343,1.031440234
16171N2_two_0.5,1.747623224,2.804586686,2.27157416
16171N2_two_1.0,0.638812602,2.080164956,2.369691181
16172N2,4.954795641,1.843904695,1.405418085
16172N2_one_0.5,4.254690497,2.127943682,1.503861046
16172N2_one_1.0,3.252818045,1.965979014,1.519305977
16172N2_two_0.5,2.292880494,4.040669454,3.616366925
16172N2_two_1.0,0.721291594,2.260482259,2.69439976
16173N2,5.345119693,2.036046373,1.564198979
16173N2_one_0.5,5.009169541,2.261051217,1.617944446
16173N2_one_1.0,4.131261055,2.080061245,1.618688297
16173N2_two_0.5,4.771204038,4.198874309,3.344226992
16173N2_two_1.0,1.910003836,3.673758863,3.516803469
16174N2,5.238806028,1.998958515,1.532852247
16174N2_one_0.5,4.932529686,2.205329313,1.593243138
16174N2_one_1.0,4.118959048,2.0869785,1.591854382
16174N2_two_0.5,4.509355874,4.325119114,3.465954461
16174N2_two_1.0,1.921110634,3.63830395,3.49381643
16180C2,3.203442724,1.136812663,0.847954443
16181C2,3.838157508,1.344276521,0.99348925
16190N2,2.798529623,1.160889834,0.836014228
16190N2_one_0.5,2.228681724,1.388586585,0.922535322
16190N2_one_1.0,1.49738432,1.310141569,0.97940501
16191N2,3.564129554,1.579967101,1.143498171
16191N2_one_0.5,2.676253826,1.780566506,1.234045488
16191N2_one_1.0,1.767327496,1.606197404,1.206929155
16191N2_two_0.5,0.848981845,2.095522905,2.304993367
16200N2,2.651468024,1.023213563,0.757785106
16201N2,3.583627527,1.18253207,0.875769718
16210N2,2.928588477,1.059302748,0.769796064
16211N2,2.711457225,1.005021495,0.737943487
16220N2,4.42339068,1.654758833,1.241914361
16220N2_one_0.5,3.827944777,1.939059237,1.334886013
16220N2_one_1.0,3.042981656,1.772706938,1.410538915
16220N2_two_0.5,2.30660137,3.680438488,3.268335716
16220N2_two_1.0,0.799977223,2.285142167,2.633091071
16230N2,2.420954566,0.870638854,0.633111243
16230N2_one_0.5,1.331568579,1.176576362,0.807776581
16230N2_one_1.0,0.73814865,1.003903445,0.794139162
16240C2,0.266580735,0.116656585,0.081338228
16241C2,0.262646703,0.156623751,0.10498221
16242C2,0.377099996,0.038243674,0.033906354
16250N3,15.10726511,6.293097202,4.943973573
16250N3_one_0.5,14.8838373,6.16046582,4.466857428
16250N3_one_1.0,12.87383299,5.718555309,4.182551823
16250N3_two_0.5,17.64763908,9.983765337,7.071837379
16250N3_two_1.0,9.901768245,10.78792839,8.322196839
16251N3,9.825050099,3.553786523,2.679200725
16251N3_one_0.5,9.428515258,3.846846593,2.6342687
16251N3_one_1.0,7.604597662,3.672199946,2.527289049
16251N3_two_0.5,4.439274266,7.411425618,5.692394681
16251N3_two_1.0,1.675809214,5.011726706,5.671706495
16260N2,1.860423363,0.629788604,0.430809356
16270N2,3.674340756,1.390372934,1.033950689
16270N2_one_0.5,2.809181107,1.639316312,1.113463556
16270N2_one_1.0,2.064762119,1.360337085,1.052452582
16270N2_two_0.5,1.076217686,2.622041128,2.673027983
16271N2,4.505140409,1.715214542,1.298902838
16271N2_one_0.5,3.48149614,1.935554109,1.356747712
16271N2_one_1.0,2.614947469,1.822112348,1.391645272
16271N2_two_0.5,1.583086543,3.222970842,3.131171183
16271N2_two_1.0,0.492037561,1.713284739,2.070527327
16272N2,5.623723962,2.153825929,1.652777332
16272N2_one_0.5,4.752564727,2.306276594,1.664903402
16272N2_one_1.0,3.395046134,2.202703001,1.636209552
16272N2_two_0.5,3.056087842,4.273273749,3.908269688
16272N2_two_1.0,0.772388454,2.574866153,2.814116114
16273N2,3.821457498,1.458037024,1.093672844
16273N2_one_0.5,3.686858611,1.569881869,1.116343811
16273N2_one_1.0,3.07376553,1.435948123,1.065789249
16273N2_two_0.5,2.738954804,3.29353666,2.690939858
16273N2_two_1.0,1.092255699,2.678179671,2.773940345
16280C2,6.715137644,2.683524496,2.09782045
16280C2_one_0.5,6.558925172,2.883550377,2.147012873
16280C2_one_1.0,5.47198846,2.761325745,2.126461201
16280C2_two_0.5,8.294360344,4.977107256,3.902034099
16280C2_two_1.0,5.5835183,4.952498045,4.222751076
16290N3,0.341415449,0.261527212,0.171052487
16300N2,5.516172941,2.080869902,1.603328593
16300N2_one_0.5,4.821313473,2.341477336,1.713280061
16300N2_one_1.0,3.832109938,2.196424084,1.716482195
16300N2_two_0.5,3.779603134,4.516690742,3.870064678
16300N2_two_1.0,1.348521056,3.159842075,3.292590393
16310N2,4.965803527,2.290404896,1.628225456
16310N2_one_0.5,4.367153488,2.441578783,1.555823342
16310N2_one_1.0,3.530633117,2.313509573,1.489444611
16310N2_two_0.5,1.835531107,4.036140782,3.178301983
16310N2_two_1.0,0.878593161,2.673126068,3.085920533
16311N2,5.071019515,2.123398538,1.538321291
16311N2_one_0.5,4.750122748,2.288599127,1.466912062
16311N2_one_1.0,3.542556604,2.248892903,1.479080007
16311N2_two_0.5,2.054789637,4.017471856,3.176873815
16311N2_two_1.0,0.955533936,2.599122744,3.126045097
16312N2,6.978865449,2.955497647,2.214275479
16312N2_one_0.5,6.797137495,2.914933122,1.943762905
16312N2_one_1.0,6.154112981,2.777767856,1.853739561
16312N2_two_0.5,5.669551941,5.566391874,3.904329262
16312N2_two_1.0,2.487062435,5.573897501,4.861430694
16320N2,3.566250129,1.331855408,0.993101732
16320N2_one_0.5,2.981783949,1.757961678,1.22977068
16320N2_one_1.0,2.235864403,1.738111481,1.374479057
16320N2_two_0.5,1.133259833,2.760306873,2.878239973
16330N2,4.468061811,1.639242994,1.20429351
16330N2_one_0.5,3.908637597,1.976643449,1.390086691
16330N2_one_1.0,2.827429772,2.071937946,1.558083933
16330N2_two_0.5,1.629786236,3.589527774,3.462465215
16330N2_two_1.0,0.365750389,1.808616502,2.292792287
16331N2,5.306766236,1.961768919,1.505959434
16331N2_one_0.5,4.498386011,2.303417555,1.649814043
16331N2_one_1.0,3.531442648,1.987616088,1.6796275
16331N2_two_0.5,3.109026651,4.214305776,3.676946809
16331N2_two_1.0,0.890931983,2.701484714,2.947986687
16332N3,9.089444183,3.433021281,2.622374523
16340N2,4.779860288,2.123134639,1.556183126
16340N2_one_0.5,4.479578572,2.184653715,1.424585235
16340N2_one_1.0,3.879057559,2.028395821,1.308364655
16340N2_two_0.5,1.994762482,4.117507762,3.308020185
16340N2_two_1.0,0.805767901,2.802407102,3.393893811
16350N2,4.319666125,1.64657142,1.25044267
16351N2,3.279527857,1.332108632,0.997344408
16360N2,3.997681311,1.444289996,1.08228744
16360N2_one_0.5,3.415278534,1.67326646,1.23386089
16360N2_one_1.0,2.352137817,1.771957643,1.317951772
16360N2_two_0.5,1.414830958,3.052559502,3.078728468
16360N2_two_1.0,0.343519063,1.484598624,1.861823677
16361N2,5.562697984,2.095202979,1.619766465
16361N2_one_0.5,4.928742248,2.411132938,1.686189055
16361N2_one_1.0,3.798886269,2.281788159,1.750284192
16361N2_two_0.5,3.964987902,4.572843069,3.989306092
16361N2_two_1.0,1.504189543,3.280703781,3.280738975
16370N2,1.201326505,0.634890091,0.465203205
16371N2,0.422488912,0.075893524,0.049642211
16380N2,6.464689082,2.507264316,1.942208496
16380N2_one_0.5,5.686050818,2.735451631,1.988605472
16380N2_one_1.0,4.452329873,2.438657577,1.89717916
16380N2_two_0.5,5.658041318,5.105221892,4.242592315
16380N2_two_1.0,2.09791823,4.025159686,3.847963766
16381N2,5.360021853,2.001923908,1.52220727
16381N2_one_0.5,4.647207199,2.224818904,1.65705297
16381N2_one_1.0,3.610288724,2.03713059,1.648903884
16381N2_two_0.5,3.16509364,4.213128963,3.727370633
16381N2_two_1.0,0.962357527,2.792757129,3.008325275
16390N2,6.202843453,2.712834764,2.01535267
16390N2_one_0.5,6.170082017,2.773031259,1.838001577
16390N2_one_1.0,5.547632049,2.563543735,1.694621463
16390N2_two_0.5,5.434587682,4.844079042,3.340176761
16390N2_two_1.0,2.605480951,5.352372438,4.333742337
16400N2,5.579705006,2.251631268,1.68105505
16400N2_one_0.5,5.306917084,2.368198873,1.61707164
16400N2_one_1.0,4.459037901,2.206282787,1.508039257
16400N2_two_0.5,3.636016611,4.585687562,3.650486982
16400N2_two_1.0,1.418547474,3.681609769,3.876820898
16410C2,1.693788667,0.595438393,0.430209609
16410C2_one_0.5,1.593323042,0.626035245,0.456748287
16410C2_one_1.0,1.392313999,0.741671128,0.480664542
16411C2,1.894006323,0.684501301,0.490667579
16411C2_one_0.5,1.824702102,0.773105472,0.483530995
16411C2_one_1.0,1.410604372,0.794408512,0.511252578
16412C2,2.01192147,0.696938901,0.506208302
16412C2_one_0.5,1.774205646,0.843233071,0.533263851
16412C2_one_1.0,1.537976503,0.707873887,0.550095036
16413C2,1.496924038,0.565315344,0.40331075
16413C2_one_0.5,1.348727952,0.658764435,0.409823204
16413C2_one_1.0,1.106337276,0.728882756,0.477427054
16420N2,2.436294708,0.842361044,0.61783967
16430N2,4.747626776,2.267252423,1.633108134
16440N2,4.53092139,1.685969322,1.278816786
16440N2_one_0.5,4.431238273,1.971039739,1.417132884
16440N2_one_1.0,3.762151048,2.036307994,1.536505134
16440N2_two_0.5,4.640000881,3.717767116,2.834510467
16440N2_two_1.0,2.191131155,3.659103759,3.27139319
16450N2,6.24575479,2.57542834,1.945496482
16450N2_one_0.5,6.051727069,2.829758962,1.929774565
16450N2_one_1.0,4.875541444,2.767727439,1.916583949
16450N2_two_0.5,3.838473147,5.341967775,4.173234083
16450N2_two_1.0,1.451841094,4.091121828,4.436796406
16460N2,4.749806422,1.768679784,1.351558377
16460N2_one_0.5,4.564768794,1.890858521,1.402030045
16460N2_one_1.0,3.86348299,1.705965366,1.333918076
16460N2_two_0.5,4.388895949,3.928889313,3.059329687
16460N2_two_1.0,1.935967298,3.594972657,3.358304285
16470N2,3.226910022,1.151527427,0.846248933
16470N2_one_0.5,2.24896677,1.502966733,1.141290193
16470N2_one_1.0,1.340560902,1.448991761,1.284264523
16480N2,3.645354811,1.278310575,0.951991658
16480N2_one_0.5,2.972241069,1.543090883,1.182344975
16480N2_one_1.0,2.048349923,1.497343242,1.275206917
16480N2_two_0.5,0.806830073,2.374519637,2.590935152
16481N2,3.37508067,1.241175585,0.919083897
16481N2_one_0.5,2.820000661,1.434556908,1.112151722
16481N2_one_1.0,1.867115575,1.443171801,1.164850338
16481N2_two_0.5,0.671935546,2.172028596,2.474190486
16490N2,1.920999538,1.028754675,0.712745712
16490N2_one_0.5,0.942630087,0.713263295,0.377184568
16490N2_one_1.0,0.319444699,0.656210208,0.557150694
16500N2,1.670631571,0.83749314,0.594563355
16510N2,2.432173886,0.873209739,0.631391993
16510N2_one_0.5,1.669156281,1.095306142,0.714663319
16510N2_one_1.0,0.885027914,0.972553563,0.789549857
17000N2,5.803114228,2.770831411,2.052159066
17000N2_one_0.5,6.065491881,2.857903145,1.910238559
17000N2_one_1.0,5.60566037,2.698503594,1.795398426
17000N2_two_0.5,6.512349354,4.285780827,2.914751572
17000N2_two_1.0,4.645358211,5.036196906,3.698392921
17010N2,3.890698807,1.370264592,1.028659748
17010N2_one_0.5,3.026571525,1.77956906,1.252102405
17010N2_one_1.0,2.225206164,1.580655544,1.310063082
17010N2_two_0.5,0.928786488,2.609700844,2.763096892
17020N2,4.013759954,1.471993298,1.103622261
17030N2,5.006177085,1.892684701,1.454135855
17030N2_one_0.5,4.382680317,2.301014377,1.612032178
17030N2_one_1.0,3.438951901,2.113923871,1.67608792
17030N2_two_0.5,2.891736214,4.163144983,3.79341793
17030N2_two_1.0,0.866062401,2.637419586,2.894331971
17040N2,2.604784238,0.975201845,0.706137122
17040N2_one_0.5,2.072797729,1.251044316,0.884565374
17040N2_one_1.0,1.47986829,1.236496071,0.975818609
17050N2,4.260684842,1.595097147,1.207658837
17050N2_one_0.5,4.150064882,1.787412137,1.300202269
17050N2_one_1.0,3.46394757,1.721028316,1.329393017
17050N2_two_0.5,4.003690835,3.41252383,2.660632587
17050N2_two_1.0,1.944429029,3.23244918,2.950972573
17060N2,2.424876454,0.910848497,0.652626718
17060N2_one_0.5,1.459326512,1.080649919,0.766160132
17060N2_one_1.0,0.934547814,1.016649191,0.803289846
17061N2,1.468566762,0.627016637,0.450785606
17061N2_one_0.5,0.69675962,0.71961858,0.551093886
17061N2_one_1.0,0.347173309,0.594439353,0.533942233
17070N2,4.688812506,1.764145072,1.316894556
17070N2_one_0.5,4.364368555,1.90499909,1.418910232
17070N2_one_1.0,3.661271306,1.665881326,1.347147103
17070N2_two_0.5,3.752778064,3.834538017,3.051003422
17070N2_two_1.0,1.613046503,3.273473912,3.206166647
17080C2,2.374767596,1.261591307,0.921308218
17080C2_two_0.5,0.64629166,1.873680087,1.98828156
17090N3,2.521489972,0.766667361,0.551411682
17090N3_one_0.5,1.241795309,1.015241524,0.738761961
17090N3_one_1.0,0.533016027,0.878884961,0.742521079
17091N3,0.903634875,0.446666436,0.306672696
17091N3_one_0.5,0.553567177,0.622152399,0.374144113
17091N3_one_1.0,0.362066409,0.611168352,0.398087357
17100N2,3.953096485,1.464494762,1.104179256
17100N2_one_0.5,3.939985143,1.568626912,1.163616222
17100N2_one_1.0,3.235608726,1.690191534,1.317965109
17100N2_two_0.5,3.545458359,3.334881471,2.58264355
17100N2_two_1.0,1.41029363,3.038245133,2.94338715
17110N2,5.831642134,2.080253417,1.577901703
17120N2,0.582861808,0.550153026,0.390607748
17130N2,4.236416841,1.559999479,1.192583016
17130N2_one_0.5,3.889538671,1.84588792,1.279309151
17130N2_one_1.0,3.314101161,1.636035998,1.230865408
17130N2_two_0.5,3.321210824,3.703088707,2.981623283
17130N2_two_1.0,1.267948559,3.004017891,2.95303406
17131N2,3.364016256,1.11162903,0.838958598
17131N2_one_0.5,3.015489096,1.349523754,0.909635085
17131N2_one_1.0,2.524865429,1.383218583,0.957757842
17131N2_two_0.5,2.492409103,2.581952079,2.000857332
17131N2_two_1.0,1.127234708,2.26922957,2.208780754
17140N2,4.114262583,1.494965135,1.119319861
17140N2_one_0.5,3.126289696,1.860822264,1.378361402
17140N2_one_1.0,2.229465845,1.348060902,1.121901015
17140N2_two_0.5,4.832736426,1.627718424,1.124665261
17140N2_two_1.0,4.850048699,1.623347552,1.119011484
17150N2,3.973089616,1.491058561,1.136876913
17150N2_one_0.5,3.760252353,1.756923608,1.254654154
17150N2_one_1.0,3.304413212,1.571349798,1.259218234
17150N2_two_0.5,3.774246286,3.268771036,2.530233154
17150N2_two_1.0,1.722069053,3.164278563,2.931720443
17151N2,3.783893071,1.433464437,1.093437368
17151N2_one_0.5,3.734900488,1.586345725,1.152927287
17151N2_one_1.0,3.174895428,1.548501321,1.176155589
17151N2_two_0.5,3.664522456,3.183348771,2.434777434
17151N2_two_1.0,1.638420342,3.05821969,2.848457599
17152N2,3.767453929,1.416963373,1.074740337
17152N2_one_0.5,3.65421086,1.626815096,1.157789338
17152N2_one_1.0,3.100522981,1.56023526,1.187170343
17152N2_two_0.5,3.479136596,3.122720409,2.44775477
17152N2_two_1.0,1.604518571,3.001536662,2.792628689
17153N2,3.74071084,1.381255597,1.055202661
17153N2_one_0.5,3.650784881,1.521952816,1.11013601
17153N2_one_1.0,3.159967246,1.449498149,1.088274111
17153N2_two_0.5,3.546197981,3.089748942,2.362911198
17153N2_two_1.0,1.664408509,2.998850103,2.768267043
17154N2,2.948521956,1.090058008,0.82359045
17154N2_one_0.5,2.988221139,1.136703403,0.832606338
17154N2_one_1.0,2.558809954,1.167689314,0.882950508
17154N2_two_0.5,2.847332197,2.425547742,1.828489837
17154N2_two_1.0,1.309749001,2.436568789,2.209006796
17155N2,2.812422258,1.022353876,0.760444055
17155N2_one_0.5,2.863106427,1.138294448,0.796865284
17155N2_one_1.0,2.442218724,1.149460062,0.833786425
17155N2_two_0.5,2.748442173,2.269651399,1.754565416
17155N2_two_1.0,1.344861097,2.346711284,2.039280853
17156N2,0.833849422,0.446971847,0.311350345
17156N2_one_0.5,0.640409797,0.499507929,0.315379611
17156N2_one_1.0,0.430581052,0.48702887,0.323017521
17160N3,13.03924866,5.310137276,4.187305087
17160N3_one_0.5,13.24352055,5.366006,3.877060194
17160N3_one_1.0,11.62429725,5.114757835,3.656463193
17160N3_two_0.5,15.67405787,9.147988429,6.322082915
17160N3_two_1.0,8.136608015,10.46280983,8.030822781
17161N3,7.947636926,2.944569532,2.211520798
17161N3_one_0.5,7.590869839,3.240489919,2.217433644
17161N3_one_1.0,6.035645934,3.224855004,2.232694811
17161N3_two_0.5,3.978409277,6.252106074,4.829947997
17161N3_two_1.0,1.629426821,4.406216796,4.896100218
17162N3,13.7978102,5.655885973,4.445092901
17162N3_one_0.5,13.86686941,5.606191653,4.071631192
