,name,out1,pre1,out2,pre2,out3,pre3,out4,pre4,out5,pre5,out6,pre6,out7,pre7,out8,pre8,out9,pre9,out10,pre10,out11,pre11,out12,pre12,out13,pre13,out14,pre14,out15,pre15
158,['20641N2'],4.1355443,3.8390334,1.4988663,1.3737044,1.1153079,0.98673916,3.17462,3.3517132,1.7452456,1.6500221,1.2596701,1.1939037,2.4294076,2.4904318,1.5728874,1.5952668,1.2380396,1.2671334,1.0987893,1.1044772,2.9294338,2.0852504,3.0580194,2.0281975,0.0,0.047257304,0.0,1.0034554,0.0,1.2485663
159,['08020N2'],1.2906307,2.342775,0.58007276,0.96703345,0.41115275,0.62967885,0.0,0.91679597,0.0,0.57407486,0.0,0.5293765,0.0,0.5625683,0.0,0.4095552,0.0,0.5351553,0.0,-0.91144836,0.0,-0.15343559,0.0,0.16595435,0.0,-0.6203872,0.0,-0.5553628,0.0,-0.31652772
160,['14090N2'],4.0222473,4.0150414,1.5467478,1.6258795,1.1393496,1.2247236,3.399952,2.8571324,1.7739556,1.4500182,1.2610861,1.1397763,2.6098154,2.2140062,1.7751427,1.4662238,1.3577986,1.1465471,1.7123026,0.8478497,3.272235,1.7527574,3.1362662,1.509023,0.44938624,-0.092856646,1.8978679,0.7932875,2.235865,0.9318839
161,['21550N3'],2.3929415,2.6284819,1.270155,0.98256904,0.8021173,0.78782284,0.0,0.56999314,0.0,0.15339875,0.0,0.40033603,0.0,0.17471421,0.0,0.25448704,0.0,0.27099466,0.0,0.40565133,0.0,0.19769597,0.0,0.21587992,0.0,0.5053965,0.0,-0.2133249,0.0,-0.2828294
162,['21531N2'],2.1107483,2.623114,1.1217004,1.1824851,0.7085073,0.9245231,1.3916128,1.3136456,1.0360149,0.69291186,0.75902504,0.55746233,0.8356096,0.779168,0.8426012,0.80926883,0.7559494,0.63591325,0.0,-0.037119746,0.0,0.52724254,0.0,0.5512612,0.0,-0.22502744,0.0,-0.24751985,0.0,-0.1153816
163,['08013N2'],2.848298,2.5801115,1.1148604,0.9602384,0.80818653,0.79479873,0.0,-0.78511894,0.0,-0.21351588,0.0,-0.17501748,0.0,-0.56252563,0.0,-0.14131653,0.0,-0.36248195,0.0,-0.6533867,0.0,-0.7564844,0.0,-0.7320789,0.0,-0.054598093,0.0,-0.7771236,0.0,-0.6175729
164,['20113N3'],18.08099,7.911833,8.049317,3.1861706,6.4354057,2.2760613,0.0,3.2033281,0.0,1.1925269,0.0,0.7287352,0.0,3.001156,0.0,1.1403873,0.0,0.84885156,0.0,3.8608015,0.0,1.5933988,0.0,1.2707722,0.0,2.7595658,0.0,2.2588782,0.0,1.5210463
165,['16300N2'],5.516173,4.9308896,2.08087,1.8733026,1.6033286,1.3780893,4.8213134,4.8233876,2.3414774,2.1427875,1.7132801,1.6094372,3.83211,3.9399924,2.196424,2.1466384,1.7164822,1.4940462,3.7796032,3.6041408,4.5166907,3.356443,3.8700647,2.9309669,1.3485211,1.7094791,3.159842,2.6990752,3.2925904,2.5171661
166,['21520N3'],8.854461,7.804294,2.9098778,3.0802035,1.9208905,1.8537078,0.0,-0.1633507,0.0,-0.22552502,0.0,-0.55528986,0.0,0.52606726,0.0,-0.15230119,0.0,-0.27722466,0.0,1.1348038,0.0,-0.58645666,0.0,-0.27683508,0.0,0.90714157,0.0,0.57588184,0.0,0.017671943
167,['15080N2'],5.768632,5.6558466,2.5092676,2.0961757,1.8431574,1.715945,5.7193503,5.3908076,2.6046727,2.4252791,1.7003832,1.7718165,5.10391,4.532019,2.4529536,2.2935317,1.5959595,1.6485475,3.9840386,4.2080307,4.5913367,4.2203283,3.1974509,3.3290653,1.9246794,1.9636719,4.489547,3.5038023,3.9965014,3.2464404
168,['12010N2'],3.3532476,3.8208423,1.258694,1.4491688,0.93625677,1.1877534,3.220479,3.7428937,1.4999744,1.8570291,1.0561441,1.2741168,2.765009,3.1695385,1.3966355,1.8012589,1.0811642,1.1180177,1.8994849,2.5852818,2.9112382,2.709184,2.3428607,2.0672321,0.7709702,1.4629202,2.2539098,1.918164,2.499408,1.8825638
169,['10010N2'],2.6711068,2.704062,0.93826854,1.0774164,0.6865914,0.78760374,2.7021565,1.9551933,1.168397,0.9968247,0.78159577,0.7188288,2.3605092,1.7454846,1.183342,0.8615885,0.8608686,0.7300761,1.6432879,1.911772,2.2117708,1.4623033,1.7173809,1.3007059,0.0,1.2253747,0.0,1.4574816,0.0,1.2338376
170,['20391N2'],4.2007017,4.4423976,1.5819029,1.6367952,1.205194,1.247937,3.9046571,3.7106438,1.8526453,1.7470678,1.340032,1.2593758,3.2322156,2.966273,1.7331301,1.6985371,1.3508791,1.3407365,2.7844045,2.3340087,3.5416214,2.7614152,2.963376,2.307609,0.91199195,0.8811497,2.499403,1.9336932,2.741932,1.9738612
171,['07012N3'],12.906088,12.287933,5.1402407,5.2337728,4.0301976,4.2028646,13.692808,12.359694,5.2949147,5.0419016,3.8440955,3.5637293,12.437671,11.02692,5.159384,4.619914,3.672091,3.2536602,16.99703,14.273714,8.171242,7.6391025,5.6126485,5.565834,11.032826,10.328614,10.184015,8.479021,7.181659,6.5028167
172,['18131N3'],0.2635196,1.708953,0.38536867,0.6961156,0.26131555,0.6075697,0.11569352,0.82986474,0.32184353,0.64561665,0.25203645,0.6592361,0.0,0.4608382,0.0,0.59650826,0.0,0.45748258,0.0,-0.43193018,0.0,0.3206091,0.0,0.26220596,0.0,-0.39428127,0.0,-0.35043037,0.0,-0.22252595
173,['18141N2'],4.9083943,3.5852294,1.8134594,1.3444433,1.3589418,0.9265787,4.304766,3.1513853,1.9666115,1.5949936,1.3832661,1.0972295,3.0354517,2.348733,2.1024985,1.5107071,1.4755834,1.118229,1.7696893,1.2301657,4.0795465,1.8540424,3.723803,1.6719285,0.55397886,0.22649813,2.0251656,1.0765702,2.704737,1.1652858
174,['18161N2'],2.9247437,4.065001,1.0759239,1.5325161,0.7821356,1.1559029,2.670664,3.116756,1.3876778,1.5425103,0.92451245,1.1349709,2.126366,2.6774595,1.398098,1.4419835,1.0361686,1.1201689,1.3111451,2.7673807,2.5490444,2.8329196,2.2127726,2.2934897,0.0,1.2083983,0.0,2.2352197,0.0,2.3337767
175,['19401N3'],8.954858,5.5413113,3.1111636,2.0814369,2.3377326,1.4759891,8.150048,4.072978,3.5559363,1.9763689,2.381746,1.3716656,6.174201,2.9126203,3.585753,1.9661543,2.4402754,1.4735162,2.9289591,0.7940594,6.5734086,2.2989867,5.735106,2.2405486,1.1897283,-0.4448632,3.252006,0.9666791,4.3676295,1.2249436
176,['16180C2'],3.2034428,3.485968,1.1368127,1.3506503,0.84795445,0.81108475,0.0,-0.036764264,0.0,-0.16369045,0.0,-0.18598807,0.0,0.093019605,0.0,0.019771934,0.0,0.03462696,0.0,-0.021228075,0.0,-0.68333614,0.0,-0.5498971,0.0,0.27142727,0.0,-0.2423011,0.0,-0.40311968
177,['14030N2'],5.097822,3.7664232,2.0258834,1.4023262,1.5629838,1.1362311,5.4285445,4.0797124,2.191544,1.9072199,1.5906402,1.337429,4.9360185,3.4785225,2.2099712,1.7796088,1.6275651,1.2667055,6.8432846,4.2126017,3.6157153,3.276327,2.6071002,2.505156,5.59405,2.5503387,4.4003406,3.0241706,3.5014122,2.6913157
178,['18121N3'],1.0698174,2.2207859,0.52662116,0.83044684,0.3728384,0.6848084,0.33331072,0.9173286,0.46192864,0.63198924,0.42072314,0.574592,0.15498061,0.5408666,0.2765177,0.5465213,0.27910396,0.43190086,0.0,-0.40135038,0.0,0.4287362,0.0,0.39652336,0.0,-0.529271,0.0,-0.24653304,0.0,-0.10626626
179,['15200N3'],5.076014,3.9579062,2.0155883,1.5417738,1.4611933,0.90915483,0.0,-0.7285789,0.0,-0.34037173,0.0,-0.45601618,0.0,-0.7352804,0.0,-0.23561704,0.0,-0.2615565,0.0,-1.656964,0.0,-0.92723024,0.0,-0.6978859,0.0,-1.0374628,0.0,-1.1434778,0.0,-1.3018337
180,['20172N2'],2.4221547,2.421151,0.8697557,0.820681,0.63532215,0.6671542,2.105636,1.5083034,0.884355,0.855106,0.58073115,0.5794115,1.6614664,1.1495718,0.89052373,0.75917995,0.5978021,0.5165633,0.0,0.05735016,0.0,0.9232324,0.0,0.7664045,0.0,-0.17686307,0.0,0.2004273,0.0,0.36094737
181,['21240C2'],1.2980359,2.0680523,0.4996597,0.847944,0.35923186,0.5819783,1.2264034,1.0436395,0.57186794,0.736501,0.34555876,0.597654,0.7872883,0.609012,0.58548665,0.65113294,0.46218038,0.5065334,0.0,-0.75512636,0.0,0.15819609,0.0,0.21659446,0.0,-0.6831025,0.0,-0.46006858,0.0,-0.23840868
182,['16430N2'],4.747627,4.4099593,2.2672524,1.8033903,1.6331081,1.126883,0.0,1.2006602,0.0,0.41678023,0.0,0.20051873,0.0,0.8730439,0.0,0.44886267,0.0,0.33577716,0.0,0.5065465,0.0,0.307469,0.0,0.41000104,0.0,0.08270323,0.0,0.3771689,0.0,0.23844087
183,['19420N3'],10.259644,6.7181754,3.9616983,2.696943,3.020735,2.0650086,10.557374,5.583468,4.1147447,2.530545,2.86806,1.7646017,9.215257,4.614945,4.028307,2.3729014,2.7641778,1.813312,10.551925,4.3684316,7.375871,3.7403073,5.061121,2.8941216,4.8557835,2.2209165,8.071709,3.2945666,6.536962,2.8625398
184,['20166N2'],3.9755666,3.8714194,1.4692689,1.4643644,1.131862,1.126642,4.0198483,2.9428196,1.657255,1.3024979,1.2192146,0.9412197,3.354667,2.401193,1.6530646,1.3265499,1.2604315,0.9354539,4.3364997,2.9630308,3.1615496,2.6778843,2.3728971,2.141118,2.1452818,1.502499,3.314754,2.3002493,2.938274,2.112058
185,['13180N3'],0.67339087,1.8659165,0.8600814,0.7414074,0.6193345,0.64141357,0.42296207,0.28497434,0.68041253,0.29789948,0.5641353,0.35114622,0.21658908,0.12031233,0.43002215,0.36585963,0.432155,0.11013901,0.0,-0.5758101,0.0,0.2257986,0.0,0.20536745,0.0,-0.43304622,0.0,-0.3857695,0.0,-0.32968724
186,['16171N2'],3.2536087,4.5908403,1.1971717,1.6877643,0.8834457,1.3795012,3.1314971,3.1165028,1.2941029,1.4849365,0.95338124,1.0374689,2.62575,2.542183,1.3264713,1.4824383,1.0314403,1.1421833,1.7476232,2.2511158,2.8045866,2.6855943,2.2715743,2.0476182,0.6388126,0.9364582,2.080165,2.1053867,2.3696911,2.0025132
187,['16260N2'],1.8604233,2.1997871,0.6297886,0.8293097,0.43080935,0.583617,0.0,-0.096777916,0.0,-0.032742143,0.0,0.009309888,0.0,-0.27185333,0.0,-0.059951186,0.0,-0.19353569,0.0,-0.781484,0.0,-0.48047364,0.0,-0.4655913,0.0,-0.3925494,0.0,-0.6223167,0.0,-0.52373874
188,['16060N2'],4.491355,6.023837,1.7975898,2.3731096,1.2893966,1.766614,3.2260864,5.446322,2.0935667,2.5316782,1.3896086,1.764282,1.9324067,4.3983583,2.0832,2.386086,1.4730945,1.7406809,0.83298624,3.6980352,2.3783443,3.545363,2.7479389,2.9607005,0.0,1.5827,0.0,2.8653212,0.0,2.7499278
189,['19363N2'],5.2856574,4.8227043,2.0763097,1.8664178,1.5838093,1.5909423,5.2061663,4.4757905,2.226377,2.0312705,1.6088412,1.4814278,4.5802875,3.8222756,2.0032725,1.9240286,1.5166776,1.4059198,6.0584264,4.405908,3.87354,3.8396037,2.87864,2.8430243,4.0656524,2.5257185,4.15477,3.2504497,3.400895,2.9250898
190,['15070N2'],4.7360644,4.0685153,1.7611854,1.50298,1.3443365,1.1248267,4.528842,3.4584737,2.0489495,1.5989056,1.4771624,1.1864173,3.894722,2.6912692,1.8299648,1.5488828,1.4347521,1.1685638,4.394378,2.0513697,3.9876983,2.2282088,3.128806,1.977038,1.9636933,0.8076029,3.5833113,1.6144903,3.4067395,1.5887599
191,['20543N2'],1.6487163,2.7800064,0.5981802,1.0987421,0.42717257,0.83497906,1.4955479,1.100708,0.59836155,0.5311047,0.3693611,0.35831857,1.1318835,0.62965584,0.5998684,0.5463016,0.37101215,0.58805597,0.0,0.067400575,0.0,0.29227698,0.0,0.24951863,0.0,-0.25167406,0.0,0.11432099,0.0,0.1326245
192,['21290N2'],4.4323955,4.309011,1.6582066,1.6053708,1.2622553,1.1725764,3.360295,4.094677,1.9005587,1.9456246,1.4265316,1.4475105,2.1510923,3.137219,1.5624791,1.8762754,1.3654358,1.3969958,1.7653133,1.5807202,3.4126306,2.5702076,3.3267431,2.349987,0.44753098,0.25405192,1.7689345,1.4780858,2.1600668,1.6401974
193,['19182N2'],6.1729846,6.231924,2.413574,2.210758,1.8833814,1.6437399,5.9374332,6.049437,2.6284227,2.5359452,1.8516707,1.955201,5.070301,5.1402974,2.4915593,2.516883,1.8499155,1.8418115,6.3877873,4.7531157,4.9757533,5.0771537,3.938003,4.055422,3.1082726,1.8765928,4.476587,4.153522,4.1585197,3.9657636
194,['19072N2'],5.3719683,4.1353908,2.1621153,1.6297495,1.5718445,1.2037792,4.746526,1.8198221,2.4033988,1.1012446,1.5816925,0.72720194,3.5394635,1.4675748,2.3184373,0.97821045,1.5454704,0.7365478,1.910168,0.83975387,4.0653863,1.4192996,3.3325047,1.2755032,0.8462992,0.07412052,2.613747,0.73217714,3.2166278,0.9397997
195,['15170N2'],2.236906,3.2504382,0.8105697,1.2201686,0.5802542,0.97993183,1.8770874,2.8397512,1.1309139,1.3477538,0.7445755,1.126359,1.2718472,2.019875,1.1264809,1.4328952,0.8485349,1.148092,0.0,1.3071918,0.0,2.270261,0.0,1.9630734,0.0,0.24984491,0.0,1.0703311,0.0,1.174068
196,['20230N2'],2.997656,2.8985476,1.0701005,1.1580641,0.7747644,0.7531513,2.482213,2.069693,1.2664268,1.1658404,0.8519551,0.8126254,1.7772768,1.361793,1.3566524,1.1120895,0.98336893,0.9182118,0.0,0.07169521,0.0,1.1849077,0.0,1.1737771,0.0,-0.5099045,0.0,0.16123104,0.0,0.4141388
197,['16380N2'],6.4646893,4.568595,2.5072644,1.8260065,1.9422085,1.2908701,5.686051,4.244121,2.7354517,1.9672664,1.9886055,1.4579288,4.4523296,3.267136,2.4386575,1.9228399,1.8971791,1.4555105,5.6580415,2.4220424,5.1052217,3.1073098,4.2425923,2.6794786,2.0979183,0.7751744,4.02516,2.0651026,3.8479638,2.1456354
198,['16041N2'],3.7723782,3.030603,1.4301808,1.2515142,1.0509931,0.84225476,2.749131,2.424673,1.5274074,1.3930869,1.0209173,0.97468996,1.7196109,1.6233119,1.4924816,1.2879298,1.0827609,0.94657737,0.47881418,0.396793,1.7000567,1.6236894,2.1914532,1.4351332,0.0,-0.42873704,0.0,0.5199095,0.0,0.6809813
199,['13170N2'],7.3881,6.7694216,3.3612416,2.777247,2.5300865,2.16092,7.8601656,6.2707024,3.477633,2.7191305,2.3986478,1.8303411,7.294402,5.4584312,3.3255463,2.5963254,2.2736804,1.8941134,9.192777,6.669302,4.843617,4.5764265,3.311673,3.3699253,7.7047296,4.1715627,5.8009343,4.5089374,4.1073213,3.772429
200,['19380N2'],3.4220638,3.5815766,1.2137573,1.4290553,0.9055915,1.0159554,2.917932,2.8096251,1.5438908,1.568233,1.1156907,0.9921636,2.2046123,2.0237708,1.436902,1.401964,1.1778933,1.0969954,0.8802025,0.07248151,2.4862492,1.3774505,2.6332092,1.2115207,0.0,-0.45836556,0.0,0.25453305,0.0,0.51568663
201,['19060N2'],3.4328067,3.4873252,1.2487775,1.3525438,0.92932117,1.0180199,3.0122168,2.5947347,1.4316525,1.3615048,1.0463816,0.98976254,2.3792584,1.8897609,1.2968671,1.3412964,1.0373237,0.988426,1.0115601,0.82936156,2.6435614,1.8041573,2.5647972,1.65584,0.0,-0.083700776,0.0,0.75367796,0.0,0.96547765
202,['17180N2'],3.9962015,4.5947566,1.4014217,1.8029405,1.028564,1.2183319,3.642511,2.819997,1.7383163,1.2959976,1.198755,1.0399256,2.9334717,2.4646003,1.5892459,1.1937296,1.2397645,1.0210876,2.0688708,2.2161102,3.0694098,2.597311,2.6340969,2.1523619,0.9811129,0.71749806,2.1817276,1.9741077,2.346022,2.015919
203,['19453N2'],5.84079,4.615931,2.2773438,1.7964613,1.7641735,1.257307,5.651869,4.366399,2.436305,1.9363701,1.7636381,1.3720756,4.785257,3.4666717,2.3580644,1.9439384,1.7563868,1.4694207,6.599567,3.7066185,4.5242453,3.5739667,3.5212278,2.932752,3.7759612,1.555357,4.3005557,2.8978548,3.8057425,2.6985152
204,['21392N2'],5.60658,3.136572,1.9546168,1.1103551,1.421908,0.7990998,0.0,0.40880048,0.0,0.2569908,0.0,0.18718886,0.0,0.22461033,0.0,0.24105501,0.0,0.112996936,0.0,-0.16063654,0.0,0.30039835,0.0,0.2900263,0.0,-0.222108,0.0,0.064897776,0.0,0.21405268
205,['20282N2'],3.3898053,3.597837,1.287421,1.5188215,0.95033085,1.027895,2.7755382,2.3625913,1.5078369,1.201132,1.1077472,0.80669475,2.0451286,1.762302,1.3875284,1.1580501,1.1385053,1.0430651,1.0065329,1.3625958,2.3862689,1.7782431,2.321457,1.5111101,0.0,0.3189969,0.0,0.87685436,0.0,0.95055234
206,['11031N2'],8.4632,6.4124713,3.4888146,2.4659297,2.6622806,1.9185749,8.897937,6.144486,3.590396,2.761264,2.491888,1.9848125,8.186981,5.2426133,3.376548,2.6391854,2.3344615,1.9782255,9.995422,5.3566494,5.3677454,4.6878586,3.642243,3.6380816,7.4575663,2.6680472,6.4281588,4.210732,4.5437455,3.8028698
207,['16400N2'],5.579705,5.1303596,2.2516313,1.8963805,1.6810551,1.5672641,5.306917,5.047033,2.3681989,2.458919,1.6170716,1.7641782,4.459038,4.3595405,2.2062829,2.2883694,1.5080392,1.5513046,3.6360166,4.387485,4.5856876,4.254403,3.650487,3.2954588,1.4185475,2.1350126,3.6816099,3.5634947,3.8768208,3.3762217
208,['18151N2'],3.1726494,2.2622187,1.1885014,0.878551,0.8747958,0.5458447,0.0,-0.48253095,0.0,-0.24090683,0.0,-0.08990967,0.0,-0.33310378,0.0,-0.19286573,0.0,-0.035729766,0.0,-0.8124684,0.0,-0.50154555,0.0,-0.2671746,0.0,-0.534932,0.0,-0.64904964,0.0,-0.5559145
209,['20581N2'],3.3083198,3.0255127,1.2111528,1.1357331,0.89984554,0.7998619,2.8001323,2.8620806,1.3787583,1.3950899,1.0186558,0.9127129,2.0419536,2.1563203,1.2323272,1.2979738,1.0006741,0.99692875,1.8201864,1.559654,2.6461267,2.1173706,2.3237288,1.7567812,0.6868152,0.5469513,1.91627,1.242718,2.038232,1.2787321
210,['21082N2'],4.173019,3.5184703,1.5757987,1.2468476,1.1866348,1.0454085,4.104531,2.7676926,1.8029506,1.364049,1.2946377,1.0339423,3.497033,2.1736808,1.7817638,1.3159649,1.347414,0.93286455,4.04343,1.7200749,3.4805212,2.1242318,2.7030013,1.8419988,1.9419922,0.7898692,3.335532,1.4075634,3.0886703,1.3823397
211,['19310N2'],4.0120773,4.6805797,1.4270166,1.7558211,1.0651965,1.3487407,3.131815,3.8241653,1.7740426,1.7779543,1.2766916,1.3334008,2.2788267,2.8705873,1.6100241,1.7727468,1.3002785,1.4206896,1.0166601,1.4926028,2.6583097,2.3672743,2.7752655,2.071153,0.0,0.25376928,0.0,1.2471718,0.0,1.3739506
212,['21192N2'],9.251926,1.2936149,3.8569689,0.77188313,2.7180212,-0.16029966,0.0,-8.003737,0.0,-3.8240561,0.0,-2.887896,0.0,-6.5480194,0.0,-3.9321976,0.0,-2.6181388,0.0,-6.81258,0.0,-7.10958,0.0,-5.1558075,0.0,-3.138729,0.0,-5.737911,0.0,-5.8297324
213,['20541N2'],0.39151615,1.3194145,0.32713717,0.6252451,0.22812942,0.5666143,0.1986026,0.078309774,0.22679967,0.18548512,0.1761632,0.12080181,0.11306205,-0.14530647,0.20362605,0.32006586,0.18598166,0.20557868,0.0,-0.43114007,0.0,-0.029367924,0.0,-0.024319768,0.0,-0.3524543,0.0,-0.4810146,0.0,-0.21673214
214,['20140N2'],2.345879,3.0984766,0.9203163,1.1700764,0.6600158,0.9387256,1.5233647,2.2223487,1.2383853,1.235665,0.83166504,0.8950078,0.8610132,1.588755,1.1227894,1.1975639,0.93551546,0.8527528,0.0,0.31265068,0.0,1.2016141,0.0,1.1466328,0.0,-0.13264811,0.0,0.324,0.0,0.523826
215,['22030N2'],1.0010896,1.6412618,0.41813356,0.7625369,0.25867978,0.53419304,0.0,0.237751,0.0,0.28313923,0.0,0.2916708,0.0,0.2550943,0.0,-0.05843103,0.0,0.19303155,0.0,-0.5701779,0.0,-0.3971399,0.0,-0.13103259,0.0,-0.07840788,0.0,-0.33274996,0.0,-0.3369242
216,['18101N2'],5.027131,4.9438515,1.8690699,1.7134145,1.4182061,1.3568976,4.6593566,4.222085,2.1022944,1.8363723,1.506239,1.3259928,3.6169355,3.4435952,2.2578,1.849777,1.6061687,1.3617829,3.8084087,3.2550242,4.1183457,3.1901844,3.4120195,2.687698,1.360539,1.4861275,3.1937199,2.641589,3.3754613,2.4773426
217,['19281N2'],3.8409855,3.8204095,1.4234116,1.304812,1.0652491,0.97517234,3.7085862,2.8546715,1.6030635,1.3480827,1.1863614,0.94788283,2.9858665,2.2320569,1.5398026,1.3287776,1.2125169,1.0564907,2.7239373,1.9061137,3.1276407,2.3763402,2.5322037,2.0682697,1.1047578,0.64711607,2.5280154,1.6293693,2.6725368,1.6740072
218,['19462N2'],3.7742627,5.2338057,1.3408656,1.9141145,1.0004795,1.4614757,3.70063,4.667255,1.6704224,2.0320244,1.1314688,1.4445269,2.8145804,3.6489377,1.7143481,2.0596278,1.2383615,1.5145476,2.336504,2.773735,3.290301,2.890532,2.6024387,2.476641,0.83994246,1.137413,2.6442451,2.1886141,2.898268,2.037918
219,['20421N2'],1.7381982,3.2510147,0.6057708,1.0442119,0.44108728,0.8675953,1.6302841,1.2273448,0.7575562,0.52273834,0.5937645,0.43147087,0.73459345,1.1309721,0.7486095,0.49160182,0.624864,0.39234364,0.0,2.065297,0.0,1.517839,0.0,1.2786903,0.0,1.0194464,0.0,1.6493212,0.0,1.5058945
220,['14031N2'],4.998899,4.8698244,2.045607,1.9954478,1.5132345,1.4751706,5.2366242,3.7059114,2.3420324,1.7150803,1.5503002,1.0859023,4.691403,3.091159,2.2992795,1.6302704,1.5576607,1.1351633,5.1906924,3.7374678,3.5465894,2.6908464,2.5100474,2.0944197,2.817773,2.2211924,4.2462597,2.5800228,3.3825607,2.1640575
221,['18132N3'],2.48135,2.684003,1.2533655,1.0420051,0.8814163,0.89770615,1.4456652,1.9227613,1.3941896,1.1486927,0.9736362,0.9516023,0.88851887,1.4375759,1.2114394,1.0970318,0.93435544,0.7983861,0.0,0.39605927,0.0,1.3715014,0.0,1.1347661,0.0,-0.11055863,0.0,0.42976797,0.0,0.5520086
222,['19130N2'],3.374765,4.975489,1.2240905,1.9982841,0.9170469,1.4100751,2.7422035,3.786034,1.4967688,1.9207243,1.0958408,1.3047583,1.9748895,2.9204988,1.2522454,1.751703,1.039038,1.4495809,1.2998501,1.1414583,2.8324223,1.9077501,2.6447847,1.738391,0.35806417,0.06536496,1.5158693,1.0365672,1.9840817,1.2111015
223,['21060N2'],2.851221,2.915475,1.01343,1.1164467,0.77582526,0.876461,0.0,1.025836,0.0,0.5397552,0.0,0.46330607,0.0,0.706383,0.0,0.54329467,0.0,0.42784393,0.0,0.15390301,0.0,0.39002156,0.0,0.2618749,0.0,0.09647715,0.0,0.11159718,0.0,0.114397526
224,['16330N2'],4.468062,4.884961,1.639243,1.7981867,1.2042935,1.3201084,3.9086375,4.387111,1.9766434,1.999102,1.3900867,1.473973,2.8274298,3.4028678,2.071938,2.0009816,1.5580839,1.6030903,1.6297863,1.8819932,3.5895278,2.7074714,3.4624653,2.4935849,0.3657504,0.3268844,1.8086165,1.6947528,2.2927923,1.849119
225,['20167N2'],3.0014195,3.5463116,1.0960684,1.3102334,0.82683617,1.0261204,2.8055015,3.4389606,1.2901254,1.6505169,0.9598072,1.3045381,2.48496,2.6202517,1.174317,1.5755761,0.84277534,1.3251134,2.0409508,1.8115643,2.7498,2.3543677,2.2315295,2.106588,0.7222036,0.59706736,2.1623323,1.5040509,2.2670486,1.592872
226,['21083N2'],3.218575,3.8716626,1.2471757,1.4707627,0.91528,1.1524346,3.0647352,3.011592,1.4658192,1.4580066,1.0711614,1.0468309,2.7006614,2.5121012,1.3100045,1.3615158,1.0918593,0.931233,2.329802,2.218277,2.8953831,2.4536572,2.3449104,2.0148149,0.97777337,1.1465685,2.331892,1.811049,2.4599075,1.6699015
227,['14080N2'],5.264569,4.4820204,2.0098195,1.7143033,1.5373067,1.3223559,5.179645,4.1198664,2.2470481,1.8699483,1.602517,1.4332622,4.3183193,3.3700783,2.3393378,1.8746895,1.646113,1.2623501,5.183135,3.3882313,4.455271,3.1614451,3.4092808,2.6066525,2.6893718,1.7100309,4.1011014,2.504394,3.903868,2.3664985
228,['13090N2'],3.8635666,2.9073358,1.4681591,0.9797204,1.0983517,0.8720428,0.0,1.1107231,0.0,0.60897994,0.0,0.5477786,0.0,1.005208,0.0,0.56404555,0.0,0.45495415,0.0,0.31711113,0.0,0.41990697,0.0,0.37031972,0.0,0.21622777,0.0,0.09488964,0.0,0.34561956
229,['2016bN2'],4.9513016,3.3299243,1.8704633,1.2613072,1.4337212,0.9008151,4.514568,3.016223,2.129209,1.482176,1.5398272,1.0120788,3.7463918,2.3819733,2.1308553,1.408297,1.5986621,1.0664873,3.1922202,2.3247485,4.30274,2.388558,3.792444,1.9946723,1.1812812,0.96740663,2.9901822,1.9340115,3.1800463,1.8389057
230,['21490N2'],0.8978727,1.8106426,0.37892497,0.75949764,0.22895692,0.58019817,0.7938224,0.9766144,0.4074706,0.67868865,0.24930996,0.54166305,0.7216629,0.61734045,0.40565044,0.6811447,0.2542673,0.47881734,0.0,0.07691872,0.0,0.3240726,0.0,0.22319376,0.0,-0.01189661,0.0,0.033861995,0.0,0.13055658
231,['21320N2'],3.2693973,2.7673774,1.2744178,0.9635411,0.95090187,0.8067552,3.3655968,2.3142478,1.375794,1.2057555,1.0119549,0.8969708,2.9291494,1.7321932,1.2697486,1.1445861,1.0010163,0.92692703,2.5864172,1.1071372,2.7560482,1.7652919,2.1149426,1.5895393,1.1294668,0.39854217,2.671435,0.96026,2.4881308,1.0743268
232,['21353N2'],10.057675,11.294351,3.8981287,4.1924176,2.7910533,2.8050454,0.0,0.7711201,0.0,0.16395748,0.0,0.40146136,0.0,0.79841316,0.0,0.1852094,0.0,0.0035836697,0.0,0.32761645,0.0,0.12062001,0.0,0.11639607,0.0,0.1983254,0.0,0.039459825,0.0,0.124863505
233,['13141N2'],2.558122,2.8742685,0.867731,0.8176843,0.63454497,0.67673767,0.0,1.0463711,0.0,0.41295946,0.0,0.36514378,0.0,1.0185804,0.0,0.29982424,0.0,0.16297817,0.0,-0.23270333,0.0,0.23429799,0.0,0.23984754,0.0,-0.12452257,0.0,0.20004082,0.0,0.23269069
234,['18061N2'],2.5843863,2.1150613,0.803923,0.79389024,0.60812706,0.659395,0.0,1.2501869,0.0,0.58548105,0.0,0.43420732,0.0,0.82934046,0.0,0.62166715,0.0,0.4063338,0.0,0.94571716,0.0,1.0386637,0.0,0.8090353,0.0,0.45296967,0.0,0.775784,0.0,0.65346634
235,['15160N2'],0.84175336,2.8301334,0.2894617,1.100343,0.20483212,0.84869146,0.0,0.29437816,0.0,0.19542384,0.0,0.11230183,0.0,-0.011189222,0.0,0.09478712,0.0,0.060919285,0.0,-1.1749381,0.0,-0.39869106,0.0,-0.26341522,0.0,-0.81142247,0.0,-0.9287878,0.0,-0.8567196
