,name,out1,pre1,out2,pre2,out3,pre3
562,['12024N2_two_0.5'],4.8409925,4.393692,4.0435333,3.5670402,3.1571453,2.8107631
563,['19281N2'],4.563587,4.186307,1.541401,1.5286698,1.0652491,1.0189637
564,['20220N2_one_0.5'],3.3638675,3.2766385,1.5939935,1.4185829,1.105888,0.9993317
565,['11020N2_two_1.0'],0.3826953,0.13975525,1.6760528,2.0733876,1.9718071,2.4199443
566,['19181N2_one_0.5'],3.6493526,3.5743103,1.7848381,1.7832711,1.2513156,1.3587499
567,['18140N2_one_0.5'],5.036952,4.131669,2.206358,1.9208682,1.5417559,1.383172
568,['18134N3_one_1.0'],2.465012,1.6250304,1.6862884,1.464597,1.2108746,1.1315202
569,['20290N2'],1.970169,1.7031999,0.88543874,0.64225745,0.5612616,0.36539102
570,['18041N3'],0.7026245,0.8556013,0.38821372,0.5127156,0.2157334,0.3411045
571,['20563N3'],2.3429906,2.2457385,1.7669427,1.488553,1.1009122,1.1025033
572,['20362N2'],2.6913896,2.9971209,0.9131977,0.96932936,0.58217025,0.6441188
573,['20652N2'],2.33537,2.430769,0.89405626,0.598068,0.572532,0.2919352
574,['21120N2'],6.750734,6.556199,2.3900564,2.1525218,1.7409383,1.4650449
575,['15131N2'],6.138742,7.1751885,2.1611493,2.126206,1.5265148,1.5002882
576,['21531N2'],2.1107483,1.9490806,1.1217004,0.9403393,0.7085073,0.73806477
577,['14073N2'],9.069312,9.599416,3.380472,3.200749,2.3149047,2.068119
578,['19211C2_two_1.0'],4.750255,4.036499,3.948023,3.2684152,3.0650077,2.6005282
579,['19363N2_one_1.0'],4.5802875,4.681384,2.0032725,2.223407,1.5166776,1.6138215
580,['16054N2'],4.017289,4.0705385,1.4378983,1.4919194,0.9666191,1.0079188
581,['14020N2_one_1.0'],2.2278566,2.5534103,1.534242,1.9369471,1.1444944,1.6217059
582,['15080N2_two_0.5'],3.9840386,4.40988,4.5913367,3.973928,3.1974509,3.053219
583,['18011N3_one_0.5'],0.7694867,1.0560303,0.9856922,0.77736866,0.7179275,0.5964408
584,['21190N2'],6.7607875,7.1682224,2.4280617,2.3077073,1.749179,1.5742157
585,['21570N3'],3.280593,3.4063907,1.1104378,1.0088185,0.7432657,0.6146054
586,['19353N2_one_0.5'],2.6430876,2.8634381,1.5083956,1.2983168,1.0352557,0.92164123
587,['13160N2'],7.737405,7.599783,3.1050143,2.8178136,2.124267,1.882536
588,['16361N2_two_0.5'],3.964988,2.79851,4.572843,4.0193324,3.989306,3.5357423
589,['20370N3_two_0.5'],3.7480507,9.598001,6.4544578,7.7439237,4.9872174,5.8557415
590,['15021N2_two_0.5'],9.058941,8.165815,5.11208,4.9566374,3.4924235,3.6273603
591,['20430N3_two_1.0'],16.49502,15.891783,11.712559,12.660778,8.629864,9.660051
592,['16052N2_one_1.0'],4.4101286,4.3198857,1.6641246,1.6346049,1.1504899,1.1312371
593,['19420N3'],12.103299,12.934762,4.2062254,4.5513206,3.020735,3.0998862
594,['21700N2_one_1.0'],10.481798,11.928452,4.208794,5.028987,2.9306421,3.5049155
595,['21571N3_one_1.0'],2.8987336,2.9115508,1.3027282,1.3345296,0.968914,0.9393569
596,['20450N2_two_0.5'],0.7210052,0.96940315,2.1096663,2.5780182,2.6710117,2.4433966
597,['17061N2'],1.6440011,2.2070286,0.7199792,0.784024,0.4507856,0.4219091
598,['21320N2'],3.8729918,3.445929,1.3841221,1.2019885,0.95090187,0.7545279
599,['15186N2_two_0.5'],7.2187786,5.750755,4.112343,3.824729,3.0565844,2.8983529
600,['13122N2'],6.1210914,5.3350334,2.1342254,1.6369648,1.4886806,1.1035948
601,['21080N2_one_1.0'],3.7778602,3.058279,1.80143,1.85865,1.3909172,1.4045013
602,['21033N2_one_1.0'],0.61325455,1.6579776,1.0369753,1.6785473,0.8753431,1.4760584
603,['21210N2_two_0.5'],0.896929,0.7367344,2.4785275,2.770211,2.756564,2.6804214
604,['19220N2_one_1.0'],4.409356,4.2853565,2.6193879,2.5642016,2.0530605,1.9222283
605,['21014N2_one_1.0'],5.0054536,4.885583,2.3051808,2.380967,1.7147835,1.7116802
606,['15240N2_two_0.5'],5.3586726,3.9952292,2.8856947,2.4177492,2.0302272,1.7770438
607,['14100N2_two_1.0'],0.5184815,0.5509198,1.9416732,2.3160276,2.4728062,2.6711733
608,['16083N2_two_0.5'],1.1096592,1.8189993,2.9425652,3.4636078,3.02088,3.1001122
609,['17161N3_one_1.0'],6.035646,6.6360044,3.224855,3.4273424,2.2326949,2.4639974
610,['17151N2_two_0.5'],3.6645224,2.671483,3.1833487,2.3475766,2.4347775,1.9209223
611,['14073N2_two_0.5'],7.3310046,6.788665,5.547243,4.945159,3.8332565,3.7429788
612,['05001N2_two_1.0'],1.2412441,1.6373619,3.0512338,3.1635137,3.0503886,2.9420137
613,['16080N2'],4.7905245,5.4171753,1.5370953,1.7346733,1.0565474,1.2219352
614,['20330N2_one_0.5'],4.972083,4.9476523,2.3823378,2.2361674,1.6716104,1.6225228
615,['13060N2_one_1.0'],2.093472,2.5587232,1.2360388,1.715179,0.9955294,1.3111917
616,['15110N2_two_1.0'],2.888179,2.854041,4.1009874,3.7598124,3.4439826,3.2920895
617,['16050N2_two_1.0'],2.358235,2.526512,2.142649,1.9656265,1.5803374,1.5172961
618,['20220N2_two_1.0'],0.7079388,0.7315335,2.1000655,2.1054952,2.3656585,2.3357685
619,['20620N2_one_0.5'],2.6283925,2.6976225,0.9653681,1.2611609,0.6473806,0.91044915
620,['21050N2_one_0.5'],6.35748,5.5865707,2.5888143,2.4855592,1.7633979,1.7762945
621,['14071N2_two_1.0'],1.9102658,1.7542524,3.603123,2.8607447,3.156458,2.7602472
622,['18031N2'],3.342261,2.2680733,1.5257424,1.1777167,0.97546595,0.758523
623,['21014N2_two_0.5'],6.7689204,5.7014756,4.43839,4.359522,3.241631,3.360689
624,['20052N2_one_0.5'],3.6049547,3.3805752,1.8189313,1.7290746,1.2795103,1.2612423
625,['19141N2'],1.7529479,1.6241577,1.480936,1.0553017,0.90672463,0.75577474
626,['20052N2'],4.724013,4.53284,1.6112432,1.4586022,1.1369137,0.9186077
627,['20152N2_two_1.0'],1.223228,1.1415865,2.3364563,2.212465,2.0665379,2.072003
628,['17010N2_two_0.5'],0.9287865,1.858638,2.609701,3.328111,2.7630968,2.9812598
629,['16055N2_two_1.0'],3.2540793,3.396788,3.2411041,3.0930216,2.6027644,2.5441556
630,['21290N2_one_0.5'],3.360295,3.195592,1.9005587,1.7286253,1.4265316,1.2791973
631,['16061N2_two_1.0'],10.998986,10.113415,12.354111,10.780637,9.385509,8.655908
632,['21391N2_one_0.5'],6.063896,5.9190884,2.299746,2.201741,1.647948,1.5055914
633,['16082N2'],5.1479416,5.8734775,1.6375542,1.7586418,1.1549447,1.2064623
634,['20280N2_one_1.0'],2.179562,2.0295863,1.4376857,1.1525495,1.1097769,0.8298087
635,['19283N2_one_0.5'],3.3185933,2.9017892,1.5559689,1.3267133,1.1213076,0.959604
636,['16140N2'],5.3024216,5.2174416,1.7895818,1.7970418,1.2269306,1.1885033
637,['15100N2'],6.0997586,6.299736,2.09602,2.0003676,1.5140222,1.2487819
638,['18151N2'],3.7172403,3.6286159,1.2788801,1.2100143,0.8747958,0.8502469
639,['16055N2_one_0.5'],4.24851,4.36225,1.660329,1.691459,1.1636944,1.1906224
640,['14091N2_one_0.5'],3.3579428,3.221551,1.7115562,1.7318133,1.1811391,1.2735581
641,['16172N2_one_1.0'],3.252818,3.3862643,1.965979,2.011001,1.519306,1.5231096
642,['19252N3'],2.3683121,2.343841,1.1851563,0.6973319,0.70924944,0.40599608
643,['21730N3'],3.2814136,1.2876295,1.3520914,0.6080775,0.878522,0.35298467
644,['11040N2'],7.260859,6.905303,2.6448653,2.3744915,1.9163365,1.6239628
645,['21080N2'],5.2471795,4.7383003,1.7974602,1.5588853,1.2721549,1.0165718
646,['18083N2_one_0.5'],3.7352915,3.9069374,1.5065873,1.8215146,1.041277,1.2705243
647,['19190N2_two_0.5'],2.4407675,2.46102,2.907252,2.562438,2.088557,2.0394201
648,['13150N2_two_0.5'],1.1213949,1.2673036,2.7667348,2.6345592,2.871974,2.5403101
649,['16081N2'],4.513482,4.5284777,1.6066203,1.6975213,1.0818249,1.2136742
650,['21050N2_two_0.5'],6.1050606,4.826739,4.7578526,3.8691077,3.2952359,3.021304
651,['21353N2'],10.057675,7.7119484,3.8981287,3.747101,2.7910533,2.4113226
652,['16141N2_one_0.5'],4.4700637,3.9757607,2.0465646,1.9314494,1.5513126,1.401248
653,['20542N2_one_0.5'],1.5157326,1.6658322,1.0892459,0.96917903,0.74073416,0.75240016
654,['13161N2_two_1.0'],3.1424358,3.2346144,5.3308873,4.1269197,4.066061,3.378832
655,['16310N2_one_1.0'],3.5306332,4.558896,2.3135095,2.3435597,1.4894446,1.6871388
656,['19403N3'],3.3833313,4.178531,1.5042622,1.493101,0.9388184,1.0648651
657,['19231N2_two_0.5'],1.24518,2.8027902,3.0992765,3.7420223,2.923534,3.0639775
658,['20152N2_one_1.0'],2.411437,2.4661572,1.2198613,1.2247572,0.9574313,0.83316433
659,['16030N2_two_1.0'],1.9395293,2.1168764,3.522244,3.231289,3.4359453,3.0601652
660,['18132N3'],2.796844,2.374533,1.4069669,1.1148142,0.8814163,0.7211087
661,['05001N2_one_1.0'],3.236176,3.2203639,1.7151315,1.3967142,1.2265314,0.96376944
662,['16052N2_one_0.5'],4.509541,4.428417,1.6347376,1.6426992,1.1487464,1.1317148
663,['20571N3_one_1.0'],2.1021287,2.1423342,1.7646765,1.6514446,1.242786,1.2683097
664,['21661N2'],3.0860531,3.322552,1.1081414,0.8694508,0.73063546,0.51865196
665,['18022N3_two_0.5'],1.2898059,1.6041161,3.039969,3.9895515,3.053815,3.4014654
666,['21241C2_one_1.0'],1.7503104,2.1590118,1.2708032,1.4143325,0.984526,1.0707729
667,['19455N2_two_0.5'],9.93718,8.69212,5.9107866,5.934229,4.352823,4.554594
668,['21260N2'],4.8770485,5.4424934,1.6586388,1.9126625,1.1559985,1.276214
669,['21182N2'],4.807666,4.681731,1.6251845,1.2855077,1.1255538,0.8455275
670,['21421N2_one_1.0'],1.8718761,1.983152,1.5001066,1.2581929,1.053533,0.9226326
671,['20051N2_two_1.0'],2.634006,3.2108142,3.401231,3.5090911,2.7573097,2.9321153
672,['21220N2_two_0.5'],2.1692853,1.3896782,3.0685673,2.5754204,2.6593006,2.352855
673,['21033N2_one_0.5'],1.0264837,1.4673426,1.247569,1.4369608,0.8985688,1.14025
674,['21030N2_one_1.0'],1.6656269,1.2270807,0.9644855,0.9134842,0.7656999,0.7776412
675,['20282N2_one_1.0'],2.0451286,1.8442149,1.3875284,1.1462795,1.1385053,0.8961259
676,['15090N2'],7.7689013,7.6060314,3.1521456,2.911968,2.1239102,1.9684234
677,['07010N3_one_0.5'],5.422229,4.6441526,2.9732423,2.3756225,2.0075116,1.7266521
678,['15241N2_two_0.5'],5.7277827,5.5303254,3.6796396,3.1510377,2.4655151,2.2765741
679,['19571N2'],4.2612643,4.0142198,1.4893373,1.4938481,1.0210984,1.0334162
680,['21560N3_one_0.5'],1.5199542,1.7488791,1.0893221,1.0675142,0.76645166,0.7700267
681,['19500N2_one_1.0'],4.559832,5.694018,2.0180085,2.08255,1.5628898,1.3777317
682,['16032N2_two_0.5'],5.58515,4.4638553,4.0970893,3.243531,2.9090807,2.4290884
683,['19050N2_two_1.0'],2.7599437,3.294677,4.1427593,4.189119,3.6572297,3.8197045
684,['20403N2_two_0.5'],1.2021819,2.0391955,3.087491,3.581957,3.170748,3.019715
685,['20201N2_one_0.5'],2.7688646,2.625226,1.531129,1.475334,1.1078358,1.0817269
686,['17030N2_one_0.5'],4.3826804,3.7553473,2.3010144,1.8073318,1.6120322,1.3506646
687,['20561N3'],1.2197412,1.3804052,0.6944395,0.89583945,0.41663727,0.61601996
688,['18101N2_one_1.0'],3.6169355,3.7065823,2.2578,2.0904174,1.6061687,1.5562174
689,['20590N2_one_1.0'],2.5309987,1.9942681,1.3680372,1.2984402,1.0144835,1.0130893
690,['19370N2_one_0.5'],1.9756306,2.7999914,1.1955547,1.194297,0.79539603,0.8072654
691,['21035N2_one_0.5'],1.1987085,1.0965571,1.4256208,1.2213067,1.1467015,0.9825567
692,['19363N2_two_0.5'],6.0584264,5.2076826,3.87354,3.6615758,2.87864,2.8255346
693,['22021N2'],4.583552,4.202459,1.735997,1.6026994,1.1051174,1.0245682
694,['19281N2_two_0.5'],2.7239373,2.9410415,3.1276407,2.8892055,2.5322037,2.3762498
695,['18091N2_one_0.5'],4.7215276,4.678419,2.7108994,2.2262483,1.7594913,1.5735478
696,['20051N2_two_0.5'],4.476035,3.9364433,3.0035105,2.8022146,2.2139335,2.1601448
697,['19413N2_two_0.5'],5.0325484,4.146516,3.96216,3.5144272,2.9753897,2.8594458
698,['20472N2'],6.949895,6.5346756,2.4307516,2.2151546,1.7478601,1.5909352
699,['18101N2'],5.97083,5.906588,2.0123975,2.028732,1.4182061,1.3950568
700,['20611N2'],6.1144814,7.0704956,2.0779433,2.1332505,1.4966667,1.3760213
701,['19451N2'],6.442273,5.6874714,2.2931035,1.8034827,1.6626254,1.222339
702,['15240N2_two_1.0'],3.6015594,3.4368439,3.6578333,2.962633,2.8651736,2.2875378
703,['16053N2_one_0.5'],4.5134006,5.0990834,1.6399275,1.6222153,1.1531289,1.0808617
704,['20580N3_one_1.0'],2.183013,1.9388072,1.2367005,1.2944101,1.014294,0.9310156
705,['21182N2_two_1.0'],0.6655797,0.48611188,2.0893161,2.0145204,2.4509819,2.401712
706,['16191N2_one_0.5'],2.6762538,3.305707,1.7805665,1.650386,1.2340455,1.1901377
707,['18142N3_two_1.0'],7.2267284,5.0339756,10.428028,9.190211,8.929143,7.8283143
708,['21320N2_two_1.0'],1.1294668,1.6489964,2.671435,2.2526214,2.4881308,2.028356
709,['21490N2'],0.8978727,0.8668796,0.37892497,0.3060329,0.22895692,0.03296089
710,['20620N2'],2.8986223,3.2690563,0.9583578,1.2370476,0.6450106,0.8429694
711,['13010N2'],4.0496745,4.3367805,1.3006169,1.4353756,0.9150339,0.94840205
712,['20330N2_two_1.0'],1.10956,0.947611,2.8845398,2.691,3.1135433,3.1836615
713,['16400N2_one_0.5'],5.306917,4.560818,2.3681989,2.2597306,1.6170716,1.6088827
714,['20541N2_one_0.5'],0.1986026,0.85758436,0.22679967,0.5949259,0.1761632,0.54826355
715,['15185N2_two_1.0'],2.4875607,3.2371573,3.5170226,3.5792606,3.1316023,2.8812191
716,['20165N2_one_0.5'],4.8341866,4.063725,2.2325127,2.1225793,1.597016,1.6045707
717,['20311N2_two_0.5'],11.878891,10.045533,8.692798,7.9524693,6.3818345,6.050638
718,['21001N2_one_0.5'],3.6662536,3.559618,1.612198,1.4950502,1.1572,1.0500618
719,['20391N2_one_1.0'],3.2322156,2.2067428,1.7331301,1.3953725,1.3508791,1.0831728
720,['20091N2_two_0.5'],0.78122514,1.31931,2.186322,2.8186753,2.3863595,2.577648
721,['20640N2_one_1.0'],1.8723111,2.4436822,1.4336911,1.4141173,1.1093848,1.0752059
722,['20611N2_one_1.0'],3.9636993,4.4993763,2.018409,2.1834784,1.5911436,1.651282
723,['18032N2_one_1.0'],1.8385417,0.8952626,1.2652192,0.632679,0.93722504,0.47928405
724,['07013N3_two_1.0'],11.584503,12.015072,10.286267,8.68843,7.3790226,6.6497765
725,['21021N2_one_1.0'],1.6812118,1.1251582,1.4942741,1.3133537,1.0445586,1.0708797
726,['21201N2'],4.2377243,4.1438704,1.5671389,1.3449105,1.0402403,0.89172864
727,['20510N2_one_0.5'],4.7734375,3.3948276,1.9749482,1.5695202,1.4127676,1.1431216
728,['19421N3_one_1.0'],12.136749,11.411671,5.329161,5.137637,3.8151827,3.667477
729,['21310N2_one_1.0'],3.5072355,3.2066054,2.0383635,1.9936814,1.4847984,1.5374751
730,['21000N2_one_1.0'],2.9481037,2.572214,1.3367754,1.2297907,1.0946372,0.9456358
731,['11020N2_one_1.0'],1.9021423,3.6225626,1.4594529,2.2682557,1.1899449,1.7365044
732,['14073N2_one_1.0'],6.676514,6.250779,3.106489,2.9485826,2.172692,2.1028323
733,['19456N2_one_0.5'],4.945741,4.482256,2.2439675,2.1181502,1.5934279,1.5341971
734,['21570N3_one_0.5'],2.6830559,2.8857813,1.1737616,1.1299312,0.8681032,0.74272037
735,['17150N2_one_1.0'],3.3044133,3.3436975,1.5713497,1.9652313,1.2592182,1.5002328
736,['20620N2_one_1.0'],2.3210278,2.242218,0.85163605,1.2769452,0.5675304,0.96543145
737,['17154N2_two_0.5'],2.8473322,2.530129,2.4255478,2.2004263,1.8284898,1.7705984
738,['20490N2_one_0.5'],2.7802942,3.0088406,1.2222036,1.3735859,0.892443,0.95912766
739,['19571N2_one_0.5'],3.5634496,3.6295362,1.54421,1.5801878,1.1098737,1.1536596
740,['20581N2_one_1.0'],2.0419536,2.2042103,1.2323272,1.4049466,1.0006741,1.0132585
741,['20400N2_one_0.5'],1.1573052,1.7110066,1.1923988,1.2025707,0.8137786,0.9462018
742,['17131N2_one_1.0'],2.5248654,2.7683983,1.3832185,1.3753699,0.95775783,1.0348024
743,['17160N3_one_0.5'],13.243521,11.229349,5.366006,4.744687,3.8770602,3.3193207
744,['20031N2'],1.8259915,2.1029167,0.7945864,0.6115606,0.49264836,0.33460712
745,['20271C2_one_0.5'],1.2374032,1.5828607,1.2033961,1.2555656,0.83282787,0.92529464
746,['19320C2_one_0.5'],1.4351809,1.4910254,0.6784508,0.49915004,0.48179865,0.22079086
747,['20470N2_two_1.0'],0.3881174,0.06262398,1.24299,1.5392154,1.6730046,2.3181922
748,['16220N2_one_1.0'],3.0429816,2.5445075,1.772707,1.6101261,1.4105389,1.3090268
749,['17150N2'],4.6873107,4.601361,1.6085415,1.5534075,1.136877,1.0280402
750,['05001N2_two_0.5'],2.9863076,3.388646,3.159171,2.9873917,2.3802974,2.3957741
751,['21310N2'],5.7474184,5.8713217,1.9977884,1.8689685,1.4173706,1.2879581
752,['16057N2_two_0.5'],4.5319247,4.029166,1.8410503,1.8814819,1.2583858,1.3592305
753,['19002N3_two_1.0'],9.574127,9.067812,11.067126,9.990433,8.635035,8.173811
754,['17154N2'],3.4768713,3.3624423,1.1807662,1.2706852,0.82359046,0.84618163
755,['15031N2_one_0.5'],4.2635093,3.9276528,1.8969434,1.8311728,1.3738201,1.3399496
756,['17161N3_two_1.0'],1.6294268,0.7328279,4.4062166,5.0867844,4.8961,4.708308
757,['21102N2_one_0.5'],5.044318,5.1648293,2.1513753,2.104327,1.5672818,1.463785
758,['20203N2_two_0.5'],1.6329815,2.667072,3.20784,3.155625,3.207249,2.959504
759,['20191N2_two_1.0'],4.7649226,5.1747084,4.8828683,4.727927,3.959175,3.945188
760,['20153N2_one_1.0'],2.6961741,2.9107404,1.3501157,1.4182836,1.0665338,0.9781264
761,['21291N3_two_1.0'],1.2344363,1.989835,3.5153625,3.358576,3.8478892,3.4452183
762,['19230N2_two_0.5'],2.3517897,1.7783449,3.3376613,2.8217468,2.899967,2.474506
763,['15250N2_one_1.0'],3.0775797,3.0860114,1.7828985,1.9069288,1.4350743,1.4681787
764,['14020N2_two_0.5'],1.2060968,1.5093904,2.7675846,3.093699,2.6855779,2.830715
765,['19145N2'],2.0715723,1.929621,0.82033193,0.688236,0.5349815,0.39205217
766,['18022N3_one_0.5'],3.984982,6.5724125,2.1526358,2.8898027,1.3873159,1.9895308
767,['19364N2'],6.0574827,6.1833353,2.1221085,2.028394,1.5046953,1.4091862
768,['21280N3_two_0.5'],8.810522,6.5735736,4.95616,4.531334,3.6486614,3.437987
769,['16051N2_two_1.0'],2.1595361,2.7344337,3.0412948,3.1424441,2.5420802,2.6413288
770,['20070N2'],4.33428,5.5346966,1.7790279,1.929959,1.1802365,1.2671654
771,['21200N2_two_0.5'],2.4155781,2.9748187,3.589976,3.1782937,2.9229903,2.7717435
772,['16190N2_one_0.5'],2.2286818,3.0967813,1.3885866,1.4303148,0.9225353,1.0124965
773,['16450N2'],7.3482037,7.129749,2.8262239,2.5758903,1.9454964,1.7535279
774,['20173N2_two_1.0'],0.7072377,0.9619806,2.2659645,2.3086824,2.5813925,2.418788
775,['18143N3'],19.897358,21.453457,7.9253516,8.331163,6.0349593,5.9643264
776,['21460N2_one_1.0'],2.508722,2.349785,1.251916,1.4708605,0.93220705,1.1343777
777,['07002N2_one_0.5'],2.7705047,3.0165462,1.2544259,1.4531147,0.92350584,1.071402
778,['12060N2_one_1.0'],2.5020404,2.507117,1.2078757,1.1077483,0.837599,0.74104
779,['21540N3_one_1.0'],24.559818,24.501728,11.710634,11.067621,8.937198,8.015329
780,['21320N2_two_0.5'],2.5864172,2.155395,2.7560482,2.129273,2.1149426,1.7167926
781,['18080N2_two_1.0'],0.7690232,2.3589892,2.6346147,4.5119534,3.3142934,3.9512627
782,['11010N2'],2.7626626,2.846229,0.91849643,0.95327985,0.605571,0.6256261
783,['20543N2_one_0.5'],1.4955479,1.2284067,0.59836155,0.4667344,0.3693611,0.26089787
784,['20163N2_one_0.5'],4.0497355,4.0996017,1.7809571,1.7818658,1.2633581,1.2849679
785,['16460N2'],5.6310472,5.5075464,1.8962826,1.9689732,1.3515583,1.3249689
786,['20167N2_two_1.0'],0.7222036,0.88496864,2.1623323,2.7133727,2.2670486,2.6238344
787,['13122N2_two_0.5'],1.6550786,1.2224686,3.6458786,3.4193773,3.7417872,3.313201
788,['21021N2'],3.7780454,2.9768279,1.7585597,1.2378774,1.1263889,0.7997482
789,['11003N2'],5.9199505,5.7118607,2.5147007,2.315843,1.59895,1.6224179
790,['20650N2'],2.5548425,2.8802152,0.9192031,0.9881016,0.59287184,0.61919355
791,['07000N2_two_1.0'],1.759752,1.3601812,3.4413054,3.1802163,3.4961147,3.1648736
792,['21291N3_one_1.0'],4.1885624,3.8286576,2.5978165,2.4029105,1.8682147,1.9424655
793,['20370N3_one_0.5'],7.9551225,7.6823587,3.217751,3.5475106,2.1653972,2.4463747
794,['20203N2_one_0.5'],3.4626806,3.0998554,1.8764772,1.7803061,1.3341308,1.3538117
795,['20321N2_two_1.0'],1.8470902,1.935449,3.7643616,3.1596668,3.6708732,3.2366462
796,['20410N2_two_1.0'],0.96440125,0.99753475,2.6040628,2.0467565,2.8622715,2.5287967
797,['13040N3'],3.1186037,3.2358615,0.9482778,1.1136578,0.5890847,0.69681454
798,['21315N3_one_0.5'],4.8840146,4.4029903,2.2738361,2.2233276,1.6518663,1.6440191
799,['20010N2'],4.649353,4.4973106,2.0924907,1.8698454,1.4343456,1.3053615
800,['19040N2_one_1.0'],2.230007,1.8245995,1.0891687,1.3181697,0.8631919,1.0436281
801,['20170N2_two_0.5'],1.2008562,2.0517707,3.1721537,2.8187497,3.1757188,2.5422683
802,['21012N2_one_1.0'],5.322802,4.792939,2.467993,2.4626226,1.8498211,1.8190148
803,['20152N2_one_0.5'],2.9042218,2.8560438,1.2777692,1.0464128,0.9288446,0.6544478
804,['19571N2_one_1.0'],3.1663175,3.0036025,1.5335693,1.4674023,1.1537051,1.0849233
805,['21390N2_one_1.0'],3.6257083,4.3103704,1.6512126,2.0310836,1.2097907,1.4167604
806,['07011N3_one_0.5'],6.446021,6.4135504,3.0219834,2.9639916,2.081896,2.1206841
807,['15181N2_two_0.5'],4.93252,4.10734,2.887193,2.6369598,2.0752006,1.9967654
808,['15061N2_two_1.0'],1.0751588,1.9522209,2.6380823,2.9404092,2.8572874,2.5766838
809,['19071N2_two_1.0'],0.9233346,1.0088992,2.635545,3.0415957,3.1106565,2.7837627
810,['19010N2'],2.6652179,3.1324198,1.0115632,0.9560598,0.6419823,0.53915644
811,['20051N2'],4.76546,4.8900213,1.6170075,1.5152589,1.1356245,0.94549084
812,['20571N3'],5.6752467,5.9385905,1.8799368,2.3547904,1.1851933,1.5950837
813,['21291N3_two_0.5'],3.291873,2.7830217,5.13084,3.5530481,4.3683987,3.0523107
814,['20163N2_two_1.0'],2.1030009,2.1294239,3.3920305,3.1763895,3.0631332,2.9302518
815,['20360N2_two_1.0'],0.99266493,0.7267916,2.6676903,2.4775987,2.8397052,2.6891158
816,['21120N2_two_1.0'],4.375104,4.1814137,4.9026937,4.5393925,4.3163757,3.8659754
817,['15202N3_two_0.5'],9.271671,13.310558,7.6439824,8.27026,5.209915,6.086041
818,['18080N2'],5.474297,4.2417164,1.956819,1.7624458,1.3351005,1.1998494
819,['19521N2'],4.9412956,4.8046,1.6540768,1.611396,1.143378,1.0661916
820,['19210N2_two_1.0'],2.2643363,2.6827116,4.0437427,3.8515244,3.8359303,3.481637
821,['21270N3_one_0.5'],0.2641699,0.6435735,0.4977344,0.50273633,0.3633335,0.32133174
822,['21315N3_one_1.0'],3.8752127,3.0258698,2.1937945,2.1863055,1.5941453,1.7173588
823,['15050N2'],2.3495715,5.481147,0.897207,1.5971085,0.5710325,0.8802054
824,['19280N2_one_0.5'],3.4282496,3.4836614,1.5883636,1.6061848,1.1365106,1.1679268
825,['14080N2_two_1.0'],2.6893718,2.1494608,4.1011014,4.0625496,3.903868,3.79805
826,['11030N2_one_0.5'],6.0121455,4.86843,2.809646,2.275448,1.89723,1.630139
827,['15242N2'],3.083176,3.5493133,0.935706,1.1881973,0.63896227,0.74187136
828,['16160N2_one_0.5'],3.0515795,2.965787,1.4493537,1.3752846,1.0209736,1.0198708
829,['21460N2'],3.656365,3.4281027,1.249269,1.2299459,0.83103865,0.7888205
830,['19570N2_one_0.5'],2.7887146,2.5586503,1.6151456,1.3443886,1.1760861,0.9790505
831,['15184N2'],4.7632055,4.650517,1.5974113,1.5070742,1.1377175,0.98030686
832,['20311N2'],14.533423,15.701796,5.4877124,5.820123,4.001037,4.0118523
833,['21631N2'],4.8964863,4.52237,1.6734477,1.4527655,1.1548072,0.934603
834,['20300N2_one_1.0'],2.4310377,2.480499,1.7284793,1.6617333,1.3205422,1.3070492
835,['16331N2_two_0.5'],3.1090267,2.189239,4.214306,3.4207745,3.6769469,3.1229877
836,['16081N2_two_0.5'],1.0410124,0.71003366,2.7988806,2.4463797,2.894441,2.347483
837,['16470N2_one_1.0'],1.3405609,1.6673169,1.4489918,1.5226687,1.2842646,1.2640724
838,['19090N2_one_0.5'],4.2755713,3.8507357,1.8912399,1.539664,1.3902828,1.117884
839,['15162N2_one_0.5'],2.0791826,2.2016227,0.9449198,1.0674855,0.7486442,0.81305254
840,['21110N3_two_1.0'],3.8050895,3.5534554,7.785196,6.710637,6.9475713,5.889909
841,['17152N2'],4.444831,4.3187556,1.5291704,1.4821051,1.0747403,0.9633938
842,['17160N3_two_1.0'],8.136608,6.952342,10.46281,9.491978,8.030823,7.694699
843,['16381N2_one_0.5'],4.6472073,4.0899806,2.224819,2.0317178,1.657053,1.507627
844,['16440N2_one_1.0'],3.762151,3.8330178,2.036308,1.848609,1.5365051,1.3235166
845,['13170N2_two_0.5'],9.192777,8.595789,4.843617,4.919388,3.311673,3.5438063
846,['20050N2_one_1.0'],2.9455016,2.6148975,1.8113161,1.7260865,1.4133947,1.3485875
847,['16171N2_one_1.0'],2.62575,2.2981167,1.3264713,1.2373768,1.0314403,0.9716823
848,['21110N3_two_0.5'],9.407946,10.678604,8.173671,8.060659,5.851109,6.1317487
849,['07002N2_one_1.0'],2.1192646,2.7136123,1.4045637,1.4308697,1.0924445,1.0741078
850,['20531N2_two_0.5'],3.520688,3.498642,3.6364021,3.4721901,2.9001558,2.722616
851,['20391N2_two_0.5'],2.7844045,2.6123998,3.5416214,3.2334304,2.963376,2.813063
852,['12060N2'],3.2628105,2.9071422,1.0052248,0.8945174,0.6816019,0.5321634
